question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
129393,69471,2020,Wisconsin,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,809,lv,lv,Online,U.S. President,0,,9/5/20,9/14/20,11/3/20,"",false,,TRUE,false,false,9/15/20 23:31,,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,general,6259,Trump,13254,Donald Trump,REP,42.0
129349,69451,2020,,1575,Léger,"","",Léger,572,Léger,,833,lv,lv,Online,U.S. President,0,,9/11/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 06:31,"",https://leger360.com/wp-content/uploads/2020/09/Legers-Weekly-Survey-September-13th-2020-1.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,47.0
129349,69451,2020,,1575,Léger,"","",Léger,572,Léger,,833,lv,lv,Online,U.S. President,0,,9/11/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 06:31,"",https://leger360.com/wp-content/uploads/2020/09/Legers-Weekly-Survey-September-13th-2020-1.pdf,general,6210,Trump,13254,Donald Trump,REP,41.0
129349,69451,2020,,1575,Léger,"","",Léger,572,Léger,,833,lv,lv,Online,U.S. President,0,,9/11/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 06:31,"",https://leger360.com/wp-content/uploads/2020/09/Legers-Weekly-Survey-September-13th-2020-1.pdf,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,2.0
129349,69451,2020,,1575,Léger,"","",Léger,572,Léger,,833,lv,lv,Online,U.S. President,0,,9/11/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 06:31,"",https://leger360.com/wp-content/uploads/2020/09/Legers-Weekly-Survey-September-13th-2020-1.pdf,general,6210,Hawkins,14612,Howie Hawkins,GRE,0.0
129349,69451,2020,,1575,Léger,"","",Léger,572,Léger,,833,lv,lv,Online,U.S. President,0,,9/11/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 06:31,"",https://leger360.com/wp-content/uploads/2020/09/Legers-Weekly-Survey-September-13th-2020-1.pdf,general,6210,West,14699,Kanye West,IND,1.0
129358,69459,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,12965,lv,lv,Online,U.S. President,0,,9/11/20,9/13/20,11/3/20,"",false,,TRUE,false,false,9/15/20 09:11,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51.0
129358,69459,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,12965,lv,lv,Online,U.S. President,0,,9/11/20,9/13/20,11/3/20,"",false,,TRUE,false,false,9/15/20 09:11,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Trump,13254,Donald Trump,REP,43.0
129337,69444,2020,North Carolina,460,SurveyUSA,241,WRAL News,SurveyUSA,325,SurveyUSA,A,596,lv,lv,Online,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/14/20 18:05,"",http://www.surveyusa.com/client/PollReport.aspx?g=a2f5b7cf-37da-40e4-9dad-921d655242b8,general,6238,Biden,13256,Joseph R. Biden Jr.,DEM,47.0
129337,69444,2020,North Carolina,460,SurveyUSA,241,WRAL News,SurveyUSA,325,SurveyUSA,A,596,lv,lv,Online,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/14/20 18:05,"",http://www.surveyusa.com/client/PollReport.aspx?g=a2f5b7cf-37da-40e4-9dad-921d655242b8,general,6238,Trump,13254,Donald Trump,REP,47.0
129375,69464,2020,Florida,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,428,rv,rv,Live Phone,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 13:01,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_fl_091520.pdf/,general,6220,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
129375,69464,2020,Florida,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,428,rv,rv,Live Phone,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 13:01,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_fl_091520.pdf/,general,6220,Trump,13254,Donald Trump,REP,45.0
129375,69464,2020,Florida,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,428,rv,rv,Live Phone,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 13:01,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_fl_091520.pdf/,general,6220,Jorgensen,14611,Jo Jorgensen,LIB,2.0
129375,69464,2020,Florida,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,428,rv,rv,Live Phone,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 13:01,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_fl_091520.pdf/,general,6220,Hawkins,14612,Howie Hawkins,GRE,0.0
129376,69464,2020,Florida,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,428,lv,lv,Live Phone,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 13:01,higher likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_fl_091520.pdf/,general,6220,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
129376,69464,2020,Florida,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,428,lv,lv,Live Phone,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 13:01,higher likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_fl_091520.pdf/,general,6220,Trump,13254,Donald Trump,REP,45.0
129377,69464,2020,Florida,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,428,lv,lv,Live Phone,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 13:01,lower likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_fl_091520.pdf/,general,6220,Biden,13256,Joseph R. Biden Jr.,DEM,49.0
129377,69464,2020,Florida,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,428,lv,lv,Live Phone,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 13:01,lower likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_fl_091520.pdf/,general,6220,Trump,13254,Donald Trump,REP,46.0
129431,69483,2020,,1614,Qriously,1438,Brandwatch,Qriously,610,Qriously,,2065,lv,lv,Online,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/16/20 11:22,,https://www.brandwatch.com/qriously-data/us-election-poll-week-3-10-13-sept/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,46.0
129431,69483,2020,,1614,Qriously,1438,Brandwatch,Qriously,610,Qriously,,2065,lv,lv,Online,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/16/20 11:22,,https://www.brandwatch.com/qriously-data/us-election-poll-week-3-10-13-sept/,general,6210,Trump,13254,Donald Trump,REP,42.0
129431,69483,2020,,1614,Qriously,1438,Brandwatch,Qriously,610,Qriously,,2065,lv,lv,Online,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/16/20 11:22,,https://www.brandwatch.com/qriously-data/us-election-poll-week-3-10-13-sept/,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,1.0
129431,69483,2020,,1614,Qriously,1438,Brandwatch,Qriously,610,Qriously,,2065,lv,lv,Online,U.S. President,0,,9/10/20,9/13/20,11/3/20,"",false,,,false,false,9/16/20 11:22,,https://www.brandwatch.com/qriously-data/us-election-poll-week-3-10-13-sept/,general,6210,Hawkins,14612,Howie Hawkins,GRE,0.0
129367,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,893,rv,rv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Biden,13256,Joseph R. Biden Jr.,DEM,49.0
129367,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,893,rv,rv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Trump,13254,Donald Trump,REP,44.0
129367,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,893,rv,rv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Jorgensen,14611,Jo Jorgensen,LIB,3.0
129367,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,893,rv,rv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Hawkins,14612,Howie Hawkins,GRE,1.0
129367,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,893,rv,rv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Blankenship,15856,Don Blankenship,CON,0.0
129368,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,787,lv,lv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Biden,13256,Joseph R. Biden Jr.,DEM,49.0
129368,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,787,lv,lv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Trump,13254,Donald Trump,REP,46.0
129368,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,787,lv,lv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Jorgensen,14611,Jo Jorgensen,LIB,2.0
129368,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,787,lv,lv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Hawkins,14612,Howie Hawkins,GRE,1.0
129368,69462,2020,North Carolina,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,787,lv,lv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:09,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_nc.pdf,general,6238,Blankenship,15856,Don Blankenship,CON,0.0
129369,69463,2020,Wisconsin,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,916,rv,rv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:10,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_wi.pdf,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,52.0
129369,69463,2020,Wisconsin,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,916,rv,rv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:10,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_wi.pdf,general,6259,Trump,13254,Donald Trump,REP,41.0
129369,69463,2020,Wisconsin,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,916,rv,rv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:10,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_wi.pdf,general,6259,Jorgensen,14611,Jo Jorgensen,LIB,4.0
129370,69463,2020,Wisconsin,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,816,lv,lv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:10,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_wi.pdf,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,52.0
129370,69463,2020,Wisconsin,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,816,lv,lv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:10,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_wi.pdf,general,6259,Trump,13254,Donald Trump,REP,42.0
129370,69463,2020,Wisconsin,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,816,lv,lv,Live Phone,U.S. President,0,,9/9/20,9/13/20,11/3/20,"",false,,,false,false,9/15/20 12:10,,https://cdn.cnn.com/cnn/2020/images/09/15/rel1_wi.pdf,general,6259,Jorgensen,14611,Jo Jorgensen,LIB,3.0
129398,69474,2020,Minnesota,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,705,rv,rv,Live Phone,U.S. President,0,,9/8/20,9/13/20,11/3/20,"",false,,,false,false,9/16/20 05:59,"",https://www.washingtonpost.com/context/sept-8-13-2020-washington-post-abc-news-poll-of-minnesota-and-wisconsin/8e5dbd4b-4746-4e45-821e-eb8c8645d5c1/,general,6234,Biden,13256,Joseph R. Biden Jr.,DEM,57.0
129398,69474,2020,Minnesota,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,705,rv,rv,Live Phone,U.S. President,0,,9/8/20,9/13/20,11/3/20,"",false,,,false,false,9/16/20 05:59,"",https://www.washingtonpost.com/context/sept-8-13-2020-washington-post-abc-news-poll-of-minnesota-and-wisconsin/8e5dbd4b-4746-4e45-821e-eb8c8645d5c1/,general,6234,Trump,13254,Donald Trump,REP,40.0
129399,69474,2020,Minnesota,11,ABC News/The Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,615,lv,lv,Live Phone,U.S. President,0,,9/8/20,9/13/20,11/3/20,"",false,,,false,false,9/16/20 05:59,"",https://www.washingtonpost.com/context/sept-8-13-2020-washington-post-abc-news-poll-of-minnesota-and-wisconsin/8e5dbd4b-4746-4e45-821e-eb8c8645d5c1/,general,6234,Biden,13256,Joseph R. Biden Jr.,DEM,57.0
