response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Johnson	Other	6.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	565		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	565		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	565		Internet	Nonpartisan	None
Clinton	Clinton	35.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	596		Internet	Nonpartisan	None
Trump	Trump	43.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	596		Internet	Nonpartisan	None
Don't Know/Other	Undecided	22.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	596		Internet	Nonpartisan	None
Clinton	Clinton	38.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	644		Internet	Nonpartisan	None
Trump	Trump	50.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	644		Internet	Nonpartisan	None
Johnson	Other	6.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	644		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	644		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	644		Internet	Nonpartisan	None
Clinton	Clinton	38.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	572		Internet	Nonpartisan	None
Trump	Trump	49.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	572		Internet	Nonpartisan	None
Johnson	Other	7.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	572		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	572		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	572		Internet	Nonpartisan	None
Clinton	Clinton	38.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	477		Internet	Nonpartisan	None
Trump	Trump	48.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	477		Internet	Nonpartisan	None
Johnson	Other	8.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	477		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	477		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	477		Internet	Nonpartisan	None
Clinton	Clinton	39.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	312		Internet	Nonpartisan	None
Trump	Trump	56.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	312		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	312		Internet	Nonpartisan	None
Clinton	Clinton	35.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	636		Internet	Nonpartisan	None
Trump	Trump	44.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	636		Internet	Nonpartisan	None
Don't Know/Other	Undecided	21.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	636		Internet	Nonpartisan	None
Trump	Trump	44.0	icitizen-26285	ICITIZEN	2016-10-14	2016-10-17	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	508	4.4	Internet	Nonpartisan	None
Clinton	Clinton	34.0	icitizen-26285	ICITIZEN	2016-10-14	2016-10-17	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	508	4.4	Internet	Nonpartisan	None
Johnson	Other	7.0	icitizen-26285	ICITIZEN	2016-10-14	2016-10-17	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	508	4.4	Internet	Nonpartisan	None
Stein	Other	2.0	icitizen-26285	ICITIZEN	2016-10-14	2016-10-17	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	508	4.4	Internet	Nonpartisan	None
Someone else	Other	5.0	icitizen-26285	ICITIZEN	2016-10-14	2016-10-17	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	508	4.4	Internet	Nonpartisan	None
Undecided	Undecided	8.0	icitizen-26285	ICITIZEN	2016-10-14	2016-10-17	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	508	4.4	Internet	Nonpartisan	None
Trump	Trump	56.0	upi-cvoter-26330	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	328		Internet	Nonpartisan	None
Clinton	Clinton	39.0	upi-cvoter-26330	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	328		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-26330	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	328		Internet	Nonpartisan	None
Clinton	Clinton	35.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	799		Internet	Nonpartisan	None
Trump	Trump	47.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	799		Internet	Nonpartisan	None
Don't Know/Other	Undecided	18.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	799		Internet	Nonpartisan	None
Trump	Trump	55.0	upi-cvoter-26068	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	331		Internet	Nonpartisan	None
Clinton	Clinton	39.0	upi-cvoter-26068	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	331		Internet	Nonpartisan	None
Other	Other	6.0	upi-cvoter-26068	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	331		Internet	Nonpartisan	None
Trump	Trump	49.0	ipsos-reuters-26131	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	800		Internet	Nonpartisan	None
Clinton	Clinton	34.0	ipsos-reuters-26131	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	800		Internet	Nonpartisan	None
Don't Know/Other	Undecided	17.0	ipsos-reuters-26131	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	800		Internet	Nonpartisan	None
Trump	Trump	48.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	36.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Johnson	Other	4.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Stein	Other	1.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Someone else	Other	2.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Don't know/Unsure	Undecided	8.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Refused	Undecided	2.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Trump	Trump	50.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	40.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Neither-would not vote	Undecided	3.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Neither-someone else	Other	3.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Don't Know	Undecided	3.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Refused	Undecided	1.0	mtsu-25977	MTSU	2016-09-28	2016-10-02		Likely Voters	472	4.0	Live Phone	Nonpartisan	None
Trump	Trump	44.0	vanderbit-psra-25987	Vanderbit/PSRA	2016-09-19	2016-10-02		Registered Voters	1000	3.7	Live Phone	Nonpartisan	None
Clinton	Clinton	33.0	vanderbit-psra-25987	Vanderbit/PSRA	2016-09-19	2016-10-02		Registered Voters	1000	3.7	Live Phone	Nonpartisan	None
Johnson	Other	7.0	vanderbit-psra-25987	Vanderbit/PSRA	2016-09-19	2016-10-02		Registered Voters	1000	3.7	Live Phone	Nonpartisan	None
Stein	Other	1.0	vanderbit-psra-25987	Vanderbit/PSRA	2016-09-19	2016-10-02		Registered Voters	1000	3.7	Live Phone	Nonpartisan	None
(VOL) Other	Other	1.0	vanderbit-psra-25987	Vanderbit/PSRA	2016-09-19	2016-10-02		Registered Voters	1000	3.7	Live Phone	Nonpartisan	None
(VOL) Wouldn't Vote/None	Undecided	4.0	vanderbit-psra-25987	Vanderbit/PSRA	2016-09-19	2016-10-02		Registered Voters	1000	3.7	Live Phone	Nonpartisan	None
(VOL) Refused	Undecided	7.0	vanderbit-psra-25987	Vanderbit/PSRA	2016-09-19	2016-10-02		Registered Voters	1000	3.7	Live Phone	Nonpartisan	None
(VOL) Don't know	Undecided	3.0	vanderbit-psra-25987	Vanderbit/PSRA	2016-09-19	2016-10-02		Registered Voters	1000	3.7	Live Phone	Nonpartisan	None
Trump	Trump	57.0	upi-cvoter-25939	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	555		Internet	Nonpartisan	None
Clinton	Clinton	38.0	upi-cvoter-25939	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	555		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-25939	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	555		Internet	Nonpartisan	None
Trump	Trump	47.0	ipsos-reuters-25884	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	712		Internet	Nonpartisan	None
Clinton	Clinton	35.0	ipsos-reuters-25884	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	712		Internet	Nonpartisan	None
Don't Know/Other	Undecided	18.0	ipsos-reuters-25884	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	712		Internet	Nonpartisan	None
Trump	Trump	57.0	upi-cvoter-25774	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	567		Internet	Nonpartisan	None
Clinton	Clinton	38.0	upi-cvoter-25774	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	567		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-25774	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	567		Internet	Nonpartisan	None
Trump	Trump	47.0	ipsos-reuters-25698	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	651		Internet	Nonpartisan	None
Clinton	Clinton	33.0	ipsos-reuters-25698	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	651		Internet	Nonpartisan	None
Don't Know/Other	Undecided	20.0	ipsos-reuters-25698	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	651		Internet	Nonpartisan	None
Trump	Trump	50.0	ipsos-reuters-25570	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	578		Internet	Nonpartisan	None
Clinton	Clinton	26.0	ipsos-reuters-25570	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	578		Internet	Nonpartisan	None
Don't Know/Other	Undecided	24.0	ipsos-reuters-25570	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	578		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	55.0	washpost-surveymonkey-25391	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1021		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	37.0	washpost-surveymonkey-25391	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1021		Internet	Nonpartisan	None
No Answer	Undecided	8.0	washpost-surveymonkey-25391	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1021		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	51.0	washpost-surveymonkey-25391	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1021		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	31.0	washpost-surveymonkey-25391	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1021		Internet	Nonpartisan	None
Gary Johnson, the Libertarian	Other	10.0	washpost-surveymonkey-25391	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1021		Internet	Nonpartisan	None
Jill Stein, the Green Party	Other	3.0	washpost-surveymonkey-25391	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1021		Internet	Nonpartisan	None
No answer	Undecided	5.0	washpost-surveymonkey-25391	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1021		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	49.0	icitizen-25047	ICITIZEN	2016-07-25	2016-07-27	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	531		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	33.0	icitizen-25047	ICITIZEN	2016-07-25	2016-07-27	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	531		Internet	Nonpartisan	None
Undecided	Undecided	18.0	icitizen-25047	ICITIZEN	2016-07-25	2016-07-27	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	531		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	46.0	icitizen-25047	ICITIZEN	2016-07-25	2016-07-27	Asking a different way, if the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	531		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	29.0	icitizen-25047	ICITIZEN	2016-07-25	2016-07-27	Asking a different way, if the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	531		Internet	Nonpartisan	None
Gary Johnson, the Libertarian	Other	7.0	icitizen-25047	ICITIZEN	2016-07-25	2016-07-27	Asking a different way, if the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	531		Internet	Nonpartisan	None
Jill Stein, the Green Party candidate	Other	3.0	icitizen-25047	ICITIZEN	2016-07-25	2016-07-27	Asking a different way, if the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	531		Internet	Nonpartisan	None
Someone else	Undecided	5.0	icitizen-25047	ICITIZEN	2016-07-25	2016-07-27	Asking a different way, if the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	531		Internet	Nonpartisan	None
Undecided	Undecided	11.0	icitizen-25047	ICITIZEN	2016-07-25	2016-07-27	Asking a different way, if the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?	Registered Voters	531		Internet	Nonpartisan	None
Clinton	Clinton	35.0	vanderbit-psra-24520	Vanderbit/PSRA	2016-04-25	2016-05-11		Registered Voters	1001	4.2	Live Phone	Nonpartisan	None
Neither/Wouldn't Vote	Undecided	13.0	vanderbit-psra-24520	Vanderbit/PSRA	2016-04-25	2016-05-11		Registered Voters	1001	4.2	Live Phone	Nonpartisan	None
Other	Other	2.0	vanderbit-psra-24520	Vanderbit/PSRA	2016-04-25	2016-05-11		Registered Voters	1001	4.2	Live Phone	Nonpartisan	None
Refused	Undecided	1.0	vanderbit-psra-24520	Vanderbit/PSRA	2016-04-25	2016-05-11		Registered Voters	1001	4.2	Live Phone	Nonpartisan	None
Trump	Trump	44.0	vanderbit-psra-24520	Vanderbit/PSRA	2016-04-25	2016-05-11		Registered Voters	1001	4.2	Live Phone	Nonpartisan	None
Undecided	Undecided	4.0	vanderbit-psra-24520	Vanderbit/PSRA	2016-04-25	2016-05-11		Registered Voters	1001	4.2	Live Phone	Nonpartisan	None
