response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Trump	Trump	47.0	data-orbital-r-26792	Data Orbital (R)	2016-11-04	2016-11-06		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Clinton	Clinton	44.0	data-orbital-r-26792	Data Orbital (R)	2016-11-04	2016-11-06		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Johnson	Johnson	4.0	data-orbital-r-26792	Data Orbital (R)	2016-11-04	2016-11-06		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Stein	Other	2.0	data-orbital-r-26792	Data Orbital (R)	2016-11-04	2016-11-06		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Other	Other	2.0	data-orbital-r-26792	Data Orbital (R)	2016-11-04	2016-11-06		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Refused	Undecided	1.0	data-orbital-r-26792	Data Orbital (R)	2016-11-04	2016-11-06		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Clinton	Clinton	43.0	upi-cvoter-26793	UPI/CVOTER	2016-10-30	2016-11-06		Likely Voters	354		Internet	Nonpartisan	None
Trump	Trump	50.0	upi-cvoter-26793	UPI/CVOTER	2016-10-30	2016-11-06		Likely Voters	354		Internet	Nonpartisan	None
Other	Other	7.0	upi-cvoter-26793	UPI/CVOTER	2016-10-30	2016-11-06		Likely Voters	354		Internet	Nonpartisan	None
Clinton	Clinton	45.0	surveymonkey-26769	SurveyMonkey	2016-10-30	2016-11-06		Likely Voters	2322		Internet	Nonpartisan	None
Trump	Trump	43.0	surveymonkey-26769	SurveyMonkey	2016-10-30	2016-11-06		Likely Voters	2322		Internet	Nonpartisan	None
Johnson	Johnson	6.0	surveymonkey-26769	SurveyMonkey	2016-10-30	2016-11-06		Likely Voters	2322		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26769	SurveyMonkey	2016-10-30	2016-11-06		Likely Voters	2322		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26769	SurveyMonkey	2016-10-30	2016-11-06		Likely Voters	2322		Internet	Nonpartisan	None
Clinton	Clinton	42.0	ipsos-reuters-26806	Ipsos/Reuters	2016-10-17	2016-11-06		Likely Voters	857		Internet	Nonpartisan	None
Trump	Trump	47.0	ipsos-reuters-26806	Ipsos/Reuters	2016-10-17	2016-11-06		Likely Voters	857		Internet	Nonpartisan	None
Don't Know/Other	Undecided	11.0	ipsos-reuters-26806	Ipsos/Reuters	2016-10-17	2016-11-06		Likely Voters	857		Internet	Nonpartisan	None
Clinton	Clinton	44.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	2154		Internet	Nonpartisan	None
Trump	Trump	43.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	2154		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	2154		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	2154		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	2154		Internet	Nonpartisan	None
Clinton	Clinton	44.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1748		Internet	Nonpartisan	None
Trump	Trump	43.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1748		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1748		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1748		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1748		Internet	Nonpartisan	None
Clinton	Clinton	42.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	504		Internet	Nonpartisan	None
Trump	Trump	48.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	504		Internet	Nonpartisan	None
Don't Know/Other	Undecided	10.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	504		Internet	Nonpartisan	None
Trump	Trump	47.0	data-orbital-r-26711	Data Orbital (R)	2016-11-01	2016-11-02		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Clinton	Clinton	39.0	data-orbital-r-26711	Data Orbital (R)	2016-11-01	2016-11-02		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Johnson	Johnson	4.0	data-orbital-r-26711	Data Orbital (R)	2016-11-01	2016-11-02		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Stein	Other	3.0	data-orbital-r-26711	Data Orbital (R)	2016-11-01	2016-11-02		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Other	Other	1.0	data-orbital-r-26711	Data Orbital (R)	2016-11-01	2016-11-02		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Undecided	Undecided	6.0	data-orbital-r-26711	Data Orbital (R)	2016-11-01	2016-11-02		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Refused	Undecided	1.0	data-orbital-r-26711	Data Orbital (R)	2016-11-01	2016-11-02		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Clinton	Clinton	43.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1461		Internet	Nonpartisan	None
Trump	Trump	43.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1461		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1461		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1461		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1461		Internet	Nonpartisan	None
Donald Trump and Mike Pence, the Republicans	Trump	46.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Hillary Clinton and Tim Kaine, the Democrats	Clinton	41.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Neither 	Other	6.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Other	Other	6.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Undecided	Undecided	2.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Donald Trump, the Republican	Trump	45.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	40.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Gary Johnson, the Libertarian	Johnson	9.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Jill Stein, the Green Party	Other	3.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Other	Other	2.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Undecided	Undecided	1.0	nbc-wsj-marist-26682	NBC/WSJ/Marist	2016-10-30	2016-11-01	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	719	3.7	Live Phone	Nonpartisan	None
Donald Trump	Trump	42.0	lucid-the-times-picayune-26645	Lucid/The Times-Picayune	2016-10-28	2016-11-01		Likely Voters	1113		Internet	Nonpartisan	None
Hillary Clinton	Clinton	41.0	lucid-the-times-picayune-26645	Lucid/The Times-Picayune	2016-10-28	2016-11-01		Likely Voters	1113		Internet	Nonpartisan	None
Gary Johnson	Johnson	8.0	lucid-the-times-picayune-26645	Lucid/The Times-Picayune	2016-10-28	2016-11-01		Likely Voters	1113		Internet	Nonpartisan	None
Jill Stein	Other	3.0	lucid-the-times-picayune-26645	Lucid/The Times-Picayune	2016-10-28	2016-11-01		Likely Voters	1113		Internet	Nonpartisan	None
Undecided	Undecided	6.0	lucid-the-times-picayune-26645	Lucid/The Times-Picayune	2016-10-28	2016-11-01		Likely Voters	1113		Internet	Nonpartisan	None
Trump	Trump	49.0	cnn-26620	CNN	2016-10-27	2016-11-01	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
Clinton	Clinton	44.0	cnn-26620	CNN	2016-10-27	2016-11-01	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
Johnson	Johnson	5.0	cnn-26620	CNN	2016-10-27	2016-11-01	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
Stein	Other	1.0	cnn-26620	CNN	2016-10-27	2016-11-01	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
None (vol.)	Other	0.0	cnn-26620	CNN	2016-10-27	2016-11-01	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
Other (vol.)	Other	0.0	cnn-26620	CNN	2016-10-27	2016-11-01	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
No Opinion	Undecided	0.0	cnn-26620	CNN	2016-10-27	2016-11-01	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
Trump/Pence	Trump	51.0	cnn-26620	CNN	2016-10-27	2016-11-01	Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump as the Republican Party’s candidate, who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
Clinton/Kaine	Clinton	46.0	cnn-26620	CNN	2016-10-27	2016-11-01	Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump as the Republican Party’s candidate, who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
Other (vol.)	Other	0.0	cnn-26620	CNN	2016-10-27	2016-11-01	Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump as the Republican Party’s candidate, who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
Neither (vol.)	Other	2.0	cnn-26620	CNN	2016-10-27	2016-11-01	Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump as the Republican Party’s candidate, who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
No Opinion 	Undecided	0.0	cnn-26620	CNN	2016-10-27	2016-11-01	Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump as the Republican Party’s candidate, who would you be more likely to vote for?	Likely Voters	769	3.5	Live Phone	Nonpartisan	None
Clinton	Clinton	42.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1320		Internet	Nonpartisan	None
Trump	Trump	43.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1320		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1320		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1320		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1320		Internet	Nonpartisan	None
Clinton	Clinton	45.0	saguaro-26651	Saguaro	2016-10-29	2016-10-31		Likely Voters	2229	3.0	Internet	Nonpartisan	None
Trump	Trump	44.0	saguaro-26651	Saguaro	2016-10-29	2016-10-31		Likely Voters	2229	3.0	Internet	Nonpartisan	None
Johnson	Johnson	7.0	saguaro-26651	Saguaro	2016-10-29	2016-10-31		Likely Voters	2229	3.0	Internet	Nonpartisan	None
Stein	Other	1.0	saguaro-26651	Saguaro	2016-10-29	2016-10-31		Likely Voters	2229	3.0	Internet	Nonpartisan	None
Write In	Other	3.0	saguaro-26651	Saguaro	2016-10-29	2016-10-31		Likely Voters	2229	3.0	Internet	Nonpartisan	None
Clinton	Clinton	43.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1457		Internet	Nonpartisan	None
Trump	Trump	44.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1457		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1457		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1457		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1457		Internet	Nonpartisan	None
Trump	Trump	45.0	data-orbital-r-26599	Data Orbital (R)	2016-10-29	2016-10-30		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Clinton	Clinton	41.0	data-orbital-r-26599	Data Orbital (R)	2016-10-29	2016-10-30		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Johnson	Johnson	3.0	data-orbital-r-26599	Data Orbital (R)	2016-10-29	2016-10-30		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Stein	Other	1.0	data-orbital-r-26599	Data Orbital (R)	2016-10-29	2016-10-30		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Other	Other	2.0	data-orbital-r-26599	Data Orbital (R)	2016-10-29	2016-10-30		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Undecided	Undecided	6.0	data-orbital-r-26599	Data Orbital (R)	2016-10-29	2016-10-30		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Refused	Undecided	2.0	data-orbital-r-26599	Data Orbital (R)	2016-10-29	2016-10-30		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Clinton	Clinton	43.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1342		Internet	Nonpartisan	None
Trump	Trump	43.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1342		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1342		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1342		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1342		Internet	Nonpartisan	None
Clinton	Clinton	43.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	373		Internet	Nonpartisan	None
Trump	Trump	51.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	373		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	373		Internet	Nonpartisan	None
Donald Trump	Trump	44.0	cbs-yougov-26549	CBS/YouGov	2016-10-26	2016-10-28		Likely Voters	994	4.3	Internet	Nonpartisan	None
Hillary Clinton	Clinton	42.0	cbs-yougov-26549	CBS/YouGov	2016-10-26	2016-10-28		Likely Voters	994	4.3	Internet	Nonpartisan	None
Gary Johnson	Other	4.0	cbs-yougov-26549	CBS/YouGov	2016-10-26	2016-10-28		Likely Voters	994	4.3	Internet	Nonpartisan	None
Jill Stein	Other	1.0	cbs-yougov-26549	CBS/YouGov	2016-10-26	2016-10-28		Likely Voters	994	4.3	Internet	Nonpartisan	None
Someone else	Other	4.0	cbs-yougov-26549	CBS/YouGov	2016-10-26	2016-10-28		Likely Voters	994	4.3	Internet	Nonpartisan	None
Not sure	Undecided	5.0	cbs-yougov-26549	CBS/YouGov	2016-10-26	2016-10-28		Likely Voters	994	4.3	Internet	Nonpartisan	None
Probably won't vote	Undecided	0.0	cbs-yougov-26549	CBS/YouGov	2016-10-26	2016-10-28		Likely Voters	994	4.3	Internet	Nonpartisan	None
Clinton	Clinton	42.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1747		Internet	Nonpartisan	None
Trump	Trump	43.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1747		Internet	Nonpartisan	None
Johnson	Johnson	9.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1747		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1747		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1747		Internet	Nonpartisan	None
Trump	Trump	42.0	data-orbital-r-26536	Data Orbital (R)	2016-10-26	2016-10-27		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Clinton	Clinton	40.0	data-orbital-r-26536	Data Orbital (R)	2016-10-26	2016-10-27		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Johnson	Johnson	5.0	data-orbital-r-26536	Data Orbital (R)	2016-10-26	2016-10-27		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Stein	Other	2.0	data-orbital-r-26536	Data Orbital (R)	2016-10-26	2016-10-27		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Other	Other	2.0	data-orbital-r-26536	Data Orbital (R)	2016-10-26	2016-10-27		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Undecided	Undecided	8.0	data-orbital-r-26536	Data Orbital (R)	2016-10-26	2016-10-27		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Refused	Undecided	2.0	data-orbital-r-26536	Data Orbital (R)	2016-10-26	2016-10-27		Likely Voters	550	4.12	Live Phone	Pollster	Rep
Clinton	Clinton	43.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	954		Internet	Nonpartisan	None
Trump	Trump	42.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	954		Internet	Nonpartisan	None
Don't Know/Other	Undecided	15.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	954		Internet	Nonpartisan	None
Clinton	Clinton	42.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1752		Internet	Nonpartisan	None
Trump	Trump	43.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1752		Internet	Nonpartisan	None
Johnson	Johnson	10.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1752		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1752		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1752		Internet	Nonpartisan	None
Clinton	Clinton	48.0	saguaro-26523	Saguaro	2016-10-22	2016-10-24		Likely Voters	2385	3.0	Internet	Nonpartisan	None
Trump	Trump	46.0	saguaro-26523	Saguaro	2016-10-22	2016-10-24		Likely Voters	2385	3.0	Internet	Nonpartisan	None
Johnson	Johnson	5.0	saguaro-26523	Saguaro	2016-10-22	2016-10-24		Likely Voters	2385	3.0	Internet	Nonpartisan	None
Stein	Other	1.0	saguaro-26523	Saguaro	2016-10-22	2016-10-24		Likely Voters	2385	3.0	Internet	Nonpartisan	None
Donald Trump	Trump	46.0	monmouth-university-26428	Monmouth University	2016-10-21	2016-10-24	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	401	4.9	Live Phone	Nonpartisan	None
Hillary Clinton	Clinton	45.0	monmouth-university-26428	Monmouth University	2016-10-21	2016-10-24	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	401	4.9	Live Phone	Nonpartisan	None
Gary Johnson	Johnson	4.0	monmouth-university-26428	Monmouth University	2016-10-21	2016-10-24	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	401	4.9	Live Phone	Nonpartisan	None
Jill Stein	Other	1.0	monmouth-university-26428	Monmouth University	2016-10-21	2016-10-24	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	401	4.9	Live Phone	Nonpartisan	None
(VOL) Other	Other	2.0	monmouth-university-26428	Monmouth University	2016-10-21	2016-10-24	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	401	4.9	Live Phone	Nonpartisan	None
(VOL) Undecided	Undecided	3.0	monmouth-university-26428	Monmouth University	2016-10-21	2016-10-24	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	401	4.9	Live Phone	Nonpartisan	None
Clinton	Clinton	41.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1550		Internet	Nonpartisan	None
Trump	Trump	42.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1550		Internet	Nonpartisan	None
Johnson	Johnson	12.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1550		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1550		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1550		Internet	Nonpartisan	None
Clinton	Clinton	40.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1291		Internet	Nonpartisan	None
Trump	Trump	41.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1291		Internet	Nonpartisan	None
Johnson	Johnson	13.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1291		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1291		Internet	Nonpartisan	None
