response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Trump	Trump	39.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	870		Internet	Nonpartisan	None
Don't Know/Other	Undecided	15.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	870		Internet	Nonpartisan	None
Hillary Clinton (D)	Clinton	50.0	surveyusa-26738	SurveyUSA	2016-10-31	2016-11-02		Likely Voters	681	3.8	IVR/Online	Nonpartisan	None
Donald Trump (R)	Trump	38.0	surveyusa-26738	SurveyUSA	2016-10-31	2016-11-02		Likely Voters	681	3.8	IVR/Online	Nonpartisan	None
Gary Johnson (L)	Other	4.0	surveyusa-26738	SurveyUSA	2016-10-31	2016-11-02		Likely Voters	681	3.8	IVR/Online	Nonpartisan	None
Jill Stein (G)	Other	2.0	surveyusa-26738	SurveyUSA	2016-10-31	2016-11-02		Likely Voters	681	3.8	IVR/Online	Nonpartisan	None
Other	Other	3.0	surveyusa-26738	SurveyUSA	2016-10-31	2016-11-02		Likely Voters	681	3.8	IVR/Online	Nonpartisan	None
Undecided	Undecided	4.0	surveyusa-26738	SurveyUSA	2016-10-31	2016-11-02		Likely Voters	681	3.8	IVR/Online	Nonpartisan	None
Clinton	Clinton	54.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	807		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	807		Internet	Nonpartisan	None
Johnson	Other	7.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	807		Internet	Nonpartisan	None
Stein	Other	5.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	807		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	807		Internet	Nonpartisan	None
Clinton	Clinton	54.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	698		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	698		Internet	Nonpartisan	None
Johnson	Other	6.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	698		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	698		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	698		Internet	Nonpartisan	None
Clinton	Clinton	53.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	745		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	745		Internet	Nonpartisan	None
Johnson	Other	7.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	745		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	745		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	745		Internet	Nonpartisan	None
Clinton	Clinton	53.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	699		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	699		Internet	Nonpartisan	None
Johnson	Other	8.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	699		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	699		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	699		Internet	Nonpartisan	None
Clinton	Clinton	53.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	327		Internet	Nonpartisan	None
Trump	Trump	43.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	327		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	327		Internet	Nonpartisan	None
Clinton	Clinton	52.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	793		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	793		Internet	Nonpartisan	None
Johnson	Other	9.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	793		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	793		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	793		Internet	Nonpartisan	None
Clinton	Clinton	47.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	929		Internet	Nonpartisan	None
Trump	Trump	37.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	929		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	929		Internet	Nonpartisan	None
Clinton	Clinton	51.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	782		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	782		Internet	Nonpartisan	None
Johnson	Other	9.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	782		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	782		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	782		Internet	Nonpartisan	None
Clinton	Clinton	51.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	687		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	687		Internet	Nonpartisan	None
Johnson	Other	10.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	687		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	687		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	687		Internet	Nonpartisan	None
Clinton	Clinton	50.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	546		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	546		Internet	Nonpartisan	None
Johnson	Other	11.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	546		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	546		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	546		Internet	Nonpartisan	None
Clinton	Clinton	53.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	332		Internet	Nonpartisan	None
Trump	Trump	43.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	332		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	332		Internet	Nonpartisan	None
Clinton	Clinton	46.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	724		Internet	Nonpartisan	None
Trump	Trump	42.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	724		Internet	Nonpartisan	None
Don't Know/Other	Undecided	12.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	724		Internet	Nonpartisan	None
Clinton	Clinton	54.0	upi-cvoter-26335	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	320		Internet	Nonpartisan	None
Trump	Trump	42.0	upi-cvoter-26335	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	320		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26335	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	320		Internet	Nonpartisan	None
Hillary Clinton	Clinton	53.0	kcts-9-crosscut-washington-26512	KCTS 9/Crosscut/Washington	2016-10-06	2016-10-13		Likely Voters	750		Internet	Nonpartisan	None
Donald Trump	Trump	39.0	kcts-9-crosscut-washington-26512	KCTS 9/Crosscut/Washington	2016-10-06	2016-10-13		Likely Voters	750		Internet	Nonpartisan	None
Don't Know	Undecided	14.0	kcts-9-crosscut-washington-26512	KCTS 9/Crosscut/Washington	2016-10-06	2016-10-13		Likely Voters	750		Internet	Nonpartisan	None
Skipped	Undecided	8.0	kcts-9-crosscut-washington-26512	KCTS 9/Crosscut/Washington	2016-10-06	2016-10-13		Likely Voters	750		Internet	Nonpartisan	None
Clinton	Clinton	47.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	905		Internet	Nonpartisan	None
Trump	Trump	37.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	905		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	905		Internet	Nonpartisan	None
Clinton	Clinton	53.0	upi-cvoter-26073	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	326		Internet	Nonpartisan	None
Trump	Trump	42.0	upi-cvoter-26073	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	326		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-26073	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	326		Internet	Nonpartisan	None
Clinton	Clinton	51.0	ipsos-reuters-26135	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	504		Internet	Nonpartisan	None
Trump	Trump	33.0	ipsos-reuters-26135	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	504		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-26135	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	504		Internet	Nonpartisan	None
Clinton	Clinton	50.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
Trump	Trump	33.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
Other candidate (vol)	Other	10.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
Wouldn't vote/skip presidential (vol)	Undecided	3.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
DK/NA/Refused	Undecided	4.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
Clinton	Clinton	47.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
Trump	Trump	31.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
Johnson	Other	10.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
Stein	Other	4.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
Other (vol)	Other	3.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
DK/NA/Refused	Undecided	6.0	strategies-360-d-komo-news-25991	Strategies 360 (D- KOMO News)	2016-09-29	2016-10-03		Likely Voters	500	4.4	Live Phone	Sponsor	Dem
Clinton	Clinton	52.0	upi-cvoter-25944	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	496		Internet	Nonpartisan	None
Trump	Trump	44.0	upi-cvoter-25944	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	496		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-25944	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	496		Internet	Nonpartisan	None
Clinton	Clinton	49.0	ipsos-reuters-25888	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	788		Internet	Nonpartisan	None
Trump	Trump	35.0	ipsos-reuters-25888	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	788		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-25888	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	788		Internet	Nonpartisan	None
Clinton	Clinton	52.0	upi-cvoter-25779	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	488		Internet	Nonpartisan	None
Trump	Trump	43.0	upi-cvoter-25779	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	488		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-25779	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	488		Internet	Nonpartisan	None
Clinton	Clinton	49.0	ipsos-reuters-25690	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	705		Internet	Nonpartisan	None
Trump	Trump	35.0	ipsos-reuters-25690	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	705		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-25690	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	705		Internet	Nonpartisan	None
Clinton	Clinton	47.0	ipsos-reuters-25574	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	733		Internet	Nonpartisan	None
Trump	Trump	37.0	ipsos-reuters-25574	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	733		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-25574	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	733		Internet	Nonpartisan	None
Hillary Clinton (D)	Clinton	38.0	insights-west-25627	Insights West	2016-09-12	2016-09-14	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters	505	4.4	Internet	Nonpartisan	None
Donald Trump (R)	Trump	28.0	insights-west-25627	Insights West	2016-09-12	2016-09-14	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters	505	4.4	Internet	Nonpartisan	None
Gary Johnson (L)	Other	14.0	insights-west-25627	Insights West	2016-09-12	2016-09-14	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters	505	4.4	Internet	Nonpartisan	None
Jill Stein (G)	Other	5.0	insights-west-25627	Insights West	2016-09-12	2016-09-14	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters	505	4.4	Internet	Nonpartisan	None
Some other candidate	Other	1.0	insights-west-25627	Insights West	2016-09-12	2016-09-14	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters	505	4.4	Internet	Nonpartisan	None
Undecided	Undecided	14.0	insights-west-25627	Insights West	2016-09-12	2016-09-14	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters	505	4.4	Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	53.0	washpost-surveymonkey-25394	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	722		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	37.0	washpost-surveymonkey-25394	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	722		Internet	Nonpartisan	None
No Answer	Undecided	10.0	washpost-surveymonkey-25394	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	722		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	41.0	washpost-surveymonkey-25394	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	722		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	31.0	washpost-surveymonkey-25394	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	722		Internet	Nonpartisan	None
Gary Johnson, the Libertarian	Other	16.0	washpost-surveymonkey-25394	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	722		Internet	Nonpartisan	None
Jill Stein, the Green Party	Other	7.0	washpost-surveymonkey-25394	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	722		Internet	Nonpartisan	None
No answer	Undecided	5.0	washpost-surveymonkey-25394	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	722		Internet	Nonpartisan	None
Clinton	Clinton	43.0	elway-25176	Elway	2016-08-09	2016-08-13		Registered Voters	500	4.5	Live Phone	Nonpartisan	None
Trump	Trump	24.0	elway-25176	Elway	2016-08-09	2016-08-13		Registered Voters	500	4.5	Live Phone	Nonpartisan	None
Johnson	Other	7.0	elway-25176	Elway	2016-08-09	2016-08-13		Registered Voters	500	4.5	Live Phone	Nonpartisan	None
Stein	Other	4.0	elway-25176	Elway	2016-08-09	2016-08-13		Registered Voters	500	4.5	Live Phone	Nonpartisan	None
Not Vote	Undecided	6.0	elway-25176	Elway	2016-08-09	2016-08-13		Registered Voters	500	4.5	Live Phone	Nonpartisan	None
Undecided	Undecided	16.0	elway-25176	Elway	2016-08-09	2016-08-13		Registered Voters	500	4.5	Live Phone	Nonpartisan	None
Clinton	Clinton	49.0	ppp-d-northwest-progressive-institute-24698	PPP (D-Northwest Progressive Institute)	2016-06-14	2016-06-15		Likely Voters	679	3.8	Automated Phone	Nonpartisan	None
Trump	Trump	37.0	ppp-d-northwest-progressive-institute-24698	PPP (D-Northwest Progressive Institute)	2016-06-14	2016-06-15		Likely Voters	679	3.8	Automated Phone	Nonpartisan	None
Undecided	Undecided	13.0	ppp-d-northwest-progressive-institute-24698	PPP (D-Northwest Progressive Institute)	2016-06-14	2016-06-15		Likely Voters	679	3.8	Automated Phone	Nonpartisan	None
