response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Hillary Clinton	Clinton	44.0	remington-research-group-r-axiom-strategies-26766	Remington Research Group (R)/Axiom Strategies	2016-11-01	2016-11-02		Likely Voters	2557	1.94	IVR/Live Phone	Sponsor	Rep
Gary Johnson	Johnson	4.0	remington-research-group-r-axiom-strategies-26766	Remington Research Group (R)/Axiom Strategies	2016-11-01	2016-11-02		Likely Voters	2557	1.94	IVR/Live Phone	Sponsor	Rep
Someone else	Other	3.0	remington-research-group-r-axiom-strategies-26766	Remington Research Group (R)/Axiom Strategies	2016-11-01	2016-11-02		Likely Voters	2557	1.94	IVR/Live Phone	Sponsor	Rep
Undecided	Undecided	3.0	remington-research-group-r-axiom-strategies-26766	Remington Research Group (R)/Axiom Strategies	2016-11-01	2016-11-02		Likely Voters	2557	1.94	IVR/Live Phone	Sponsor	Rep
Clinton	Clinton	41.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1728		Internet	Nonpartisan	None
Trump	Trump	46.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1728		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1728		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1728		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1728		Internet	Nonpartisan	None
Trump and Pence	Trump	46.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
Clinton and Kaine	Clinton	41.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
Johnson and Weld	Johnson	5.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
Stein and Baraka	Other	2.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
SMONE ELSE(VOL) 	Other	1.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
DK/NA	Undecided	5.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
Trump and Pence	Trump	47.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
Clinton and Kaine	Clinton	44.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
SMONE ELSE(VOL) 	Other	2.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
DK/NA	Undecided	7.0	quinnipiac-26629	Quinnipiac	2016-10-27	2016-11-01	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	589	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	42.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1586		Internet	Nonpartisan	None
Trump	Trump	45.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1586		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1586		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1586		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1586		Internet	Nonpartisan	None
Clinton	Clinton	40.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1823		Internet	Nonpartisan	None
Trump	Trump	45.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1823		Internet	Nonpartisan	None
Johnson	Johnson	9.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1823		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1823		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1823		Internet	Nonpartisan	None
Donald Trump	Trump	48.0	remington-research-group-r-axiom-strategies-26561	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1187	2.84	IVR/Live Phone	Sponsor	Rep
Hillary Clinton	Clinton	43.0	remington-research-group-r-axiom-strategies-26561	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1187	2.84	IVR/Live Phone	Sponsor	Rep
Gary Johnson	Johnson	3.0	remington-research-group-r-axiom-strategies-26561	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1187	2.84	IVR/Live Phone	Sponsor	Rep
Someone else	Other	1.0	remington-research-group-r-axiom-strategies-26561	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1187	2.84	IVR/Live Phone	Sponsor	Rep
Undecided	Undecided	5.0	remington-research-group-r-axiom-strategies-26561	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1187	2.84	IVR/Live Phone	Sponsor	Rep
Clinton	Clinton	41.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1585		Internet	Nonpartisan	None
Trump	Trump	44.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1585		Internet	Nonpartisan	None
Johnson	Johnson	9.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1585		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1585		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1585		Internet	Nonpartisan	None
Clinton	Clinton	50.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	339		Internet	Nonpartisan	None
Trump	Trump	47.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	339		Internet	Nonpartisan	None
Other	Other	3.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	339		Internet	Nonpartisan	None
Clinton	Clinton	40.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1980		Internet	Nonpartisan	None
Trump	Trump	45.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1980		Internet	Nonpartisan	None
Johnson	Johnson	9.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1980		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1980		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1980		Internet	Nonpartisan	None
Clinton	Clinton	45.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	649		Internet	Nonpartisan	None
Trump	Trump	45.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	649		Internet	Nonpartisan	None
Don't Know/Other	Undecided	10.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	649		Internet	Nonpartisan	None
Clinton	Clinton	40.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	2173		Internet	Nonpartisan	None
Trump	Trump	45.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	2173		Internet	Nonpartisan	None
Johnson	Johnson	9.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	2173		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	2173		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	2173		Internet	Nonpartisan	None
Clinton	Clinton	40.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1951		Internet	Nonpartisan	None
Trump	Trump	45.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1951		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1951		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1951		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1951		Internet	Nonpartisan	None
Clinton	Clinton	40.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1627		Internet	Nonpartisan	None
Trump	Trump	46.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1627		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1627		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1627		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1627		Internet	Nonpartisan	None
Clinton	Clinton	50.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	349		Internet	Nonpartisan	None
Trump	Trump	47.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	349		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	349		Internet	Nonpartisan	None
Donald Trump	Trump	46.0	remington-research-group-r-axiom-strategies-26423	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1971	2.2	IVR/Live Phone	Sponsor	Rep
Hillary Clinton	Clinton	42.0	remington-research-group-r-axiom-strategies-26423	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1971	2.2	IVR/Live Phone	Sponsor	Rep
Gary Johnson	Johnson	4.0	remington-research-group-r-axiom-strategies-26423	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1971	2.2	IVR/Live Phone	Sponsor	Rep
Someone else	Other	2.0	remington-research-group-r-axiom-strategies-26423	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1971	2.2	IVR/Live Phone	Sponsor	Rep
Undecided	Undecided	6.0	remington-research-group-r-axiom-strategies-26423	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1971	2.2	IVR/Live Phone	Sponsor	Rep
Clinton	Clinton	43.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	2687		Internet	Nonpartisan	None
Trump	Trump	43.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	2687		Internet	Nonpartisan	None
Don't Know/Other	Undecided	14.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	2687		Internet	Nonpartisan	None
Donald Trump	Trump	45.0	suffolk-26318	Suffolk	2016-10-17	2016-10-19	Your Ohio ballot contains five candidates for President: Democrat Hillary Clinton, nonparty Richard Duncan, Gary Johnson, Green Party Jill Stein, Republican Donald Trump. If the general election was held today for whom will you vote or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Hillary Clinton	Clinton	45.0	suffolk-26318	Suffolk	2016-10-17	2016-10-19	Your Ohio ballot contains five candidates for President: Democrat Hillary Clinton, nonparty Richard Duncan, Gary Johnson, Green Party Jill Stein, Republican Donald Trump. If the general election was held today for whom will you vote or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Gary Johnson	Johnson	2.0	suffolk-26318	Suffolk	2016-10-17	2016-10-19	Your Ohio ballot contains five candidates for President: Democrat Hillary Clinton, nonparty Richard Duncan, Gary Johnson, Green Party Jill Stein, Republican Donald Trump. If the general election was held today for whom will you vote or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Jill Stein	Other	1.0	suffolk-26318	Suffolk	2016-10-17	2016-10-19	Your Ohio ballot contains five candidates for President: Democrat Hillary Clinton, nonparty Richard Duncan, Gary Johnson, Green Party Jill Stein, Republican Donald Trump. If the general election was held today for whom will you vote or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Richard Duncan	Other	1.0	suffolk-26318	Suffolk	2016-10-17	2016-10-19	Your Ohio ballot contains five candidates for President: Democrat Hillary Clinton, nonparty Richard Duncan, Gary Johnson, Green Party Jill Stein, Republican Donald Trump. If the general election was held today for whom will you vote or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Undecided	Undecided	5.0	suffolk-26318	Suffolk	2016-10-17	2016-10-19	Your Ohio ballot contains five candidates for President: Democrat Hillary Clinton, nonparty Richard Duncan, Gary Johnson, Green Party Jill Stein, Republican Donald Trump. If the general election was held today for whom will you vote or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Refused	Undecided	1.0	suffolk-26318	Suffolk	2016-10-17	2016-10-19	Your Ohio ballot contains five candidates for President: Democrat Hillary Clinton, nonparty Richard Duncan, Gary Johnson, Green Party Jill Stein, Republican Donald Trump. If the general election was held today for whom will you vote or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Trump and Pence	Trump	45.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
Clinton and Kaine	Clinton	45.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
Johnson and Weld	Johnson	6.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
Stein and Baraka	Other	1.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
SMONE ELSE(VOL) 	Other	1.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
DK/NA	Undecided	2.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
Trump and Pence	Trump	48.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
Clinton and Kaine	Clinton	47.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
SMONE ELSE(VOL) 	Other	1.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
DK/NA	Undecided	4.0	quinnipiac-26216	Quinnipiac	2016-10-10	2016-10-16	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	624	3.9	Live Phone	Nonpartisan	None
Clinton	Clinton	50.0	upi-cvoter-26323	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	344		Internet	Nonpartisan	None
Trump	Trump	46.0	upi-cvoter-26323	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	344		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26323	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	344		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	48.0	washpost-surveymonkey-26245	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1307		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	46.0	washpost-surveymonkey-26245	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1307		Internet	Nonpartisan	None
