response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Clinton	Clinton	87.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	303		Internet	Nonpartisan	None
Trump	Trump	5.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	303		Internet	Nonpartisan	None
Johnson	Other	2.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	303		Internet	Nonpartisan	None
Jill Stein	Other	5.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	303		Internet	Nonpartisan	None
No answer	Undecided	0.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	303		Internet	Nonpartisan	None
Clinton	Clinton	88.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	341		Internet	Nonpartisan	None
Trump	Trump	4.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	341		Internet	Nonpartisan	None
Johnson	Other	2.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	341		Internet	Nonpartisan	None
Jill Stein	Other	5.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	341		Internet	Nonpartisan	None
No answer	Undecided	0.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	341		Internet	Nonpartisan	None
Clinton	Clinton	88.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	332		Internet	Nonpartisan	None
Trump	Trump	4.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	332		Internet	Nonpartisan	None
Johnson	Other	3.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	332		Internet	Nonpartisan	None
Jill Stein	Other	4.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	332		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	332		Internet	Nonpartisan	None
Clinton	Clinton	87.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	314		Internet	Nonpartisan	None
Trump	Trump	4.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	314		Internet	Nonpartisan	None
Johnson	Other	4.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	314		Internet	Nonpartisan	None
Jill Stein	Other	3.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	314		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	314		Internet	Nonpartisan	None
Clinton	Clinton	81.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	310		Internet	Nonpartisan	None
Trump	Trump	13.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	310		Internet	Nonpartisan	None
Other	Undecided	6.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	310		Internet	Nonpartisan	None
Clinton	Clinton	87.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	487		Internet	Nonpartisan	None
Trump	Trump	5.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	487		Internet	Nonpartisan	None
Johnson	Other	4.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	487		Internet	Nonpartisan	None
Jill Stein	Other	3.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	487		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	487		Internet	Nonpartisan	None
Clinton	Clinton	87.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	555		Internet	Nonpartisan	None
Trump	Trump	5.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	555		Internet	Nonpartisan	None
Johnson	Other	4.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	555		Internet	Nonpartisan	None
Jill Stein	Other	3.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	555		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	555		Internet	Nonpartisan	None
Clinton	Clinton	88.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	504		Internet	Nonpartisan	None
Trump	Trump	5.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	504		Internet	Nonpartisan	None
Johnson	Other	3.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	504		Internet	Nonpartisan	None
Jill Stein	Other	2.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	504		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	504		Internet	Nonpartisan	None
Clinton	Clinton	88.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	457		Internet	Nonpartisan	None
Trump	Trump	5.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	457		Internet	Nonpartisan	None
Johnson	Other	3.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	457		Internet	Nonpartisan	None
Jill Stein	Other	2.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	457		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	457		Internet	Nonpartisan	None
Clinton	Clinton	81.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	321		Internet	Nonpartisan	None
Trump	Trump	13.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	321		Internet	Nonpartisan	None
Other	Undecided	6.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	321		Internet	Nonpartisan	None
Clinton	Clinton	81.0	upi-cvoter-26336	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	313		Internet	Nonpartisan	None
Trump	Trump	13.0	upi-cvoter-26336	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	313		Internet	Nonpartisan	None
Other	Other	6.0	upi-cvoter-26336	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	313		Internet	Nonpartisan	None
Clinton	Clinton	80.0	upi-cvoter-26050	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	316		Internet	Nonpartisan	None
Trump	Trump	14.0	upi-cvoter-26050	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	316		Internet	Nonpartisan	None
Other	Other	6.0	upi-cvoter-26050	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	316		Internet	Nonpartisan	None
Clinton	Clinton	79.0	upi-cvoter-25948	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	488		Internet	Nonpartisan	None
Trump	Trump	14.0	upi-cvoter-25948	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	488		Internet	Nonpartisan	None
Other	Other	7.0	upi-cvoter-25948	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	488		Internet	Nonpartisan	None
Clinton	Clinton	81.0	upi-cvoter-25783	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	486		Internet	Nonpartisan	None
Trump	Trump	14.0	upi-cvoter-25783	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	486		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-25783	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	486		Internet	Nonpartisan	None
