response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Johnson	Johnson	8.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1004		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1004		Internet	Nonpartisan	None
No answer	Undecided	4.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1004		Internet	Nonpartisan	None
Clinton	Clinton	53.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	508		Internet	Nonpartisan	None
Trump	Trump	37.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	508		Internet	Nonpartisan	None
Don't Know/Other	Undecided	10.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	508		Internet	Nonpartisan	None
Clinton	Clinton	57.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	878		Internet	Nonpartisan	None
Trump	Trump	29.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	878		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	878		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	878		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	878		Internet	Nonpartisan	None
Clinton	Clinton	56.0	wneu-26699	WNEU	2016-10-23	2016-11-02	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	417	5.0	Live Phone	Nonpartisan	None
Trump	Trump	26.0	wneu-26699	WNEU	2016-10-23	2016-11-02	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	417	5.0	Live Phone	Nonpartisan	None
Johnson	Johnson	8.0	wneu-26699	WNEU	2016-10-23	2016-11-02	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	417	5.0	Live Phone	Nonpartisan	None
Stein	Other	3.0	wneu-26699	WNEU	2016-10-23	2016-11-02	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	417	5.0	Live Phone	Nonpartisan	None
Don't know/Undecided	Undecided	3.0	wneu-26699	WNEU	2016-10-23	2016-11-02	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	417	5.0	Live Phone	Nonpartisan	None
Refused	Undecided	4.0	wneu-26699	WNEU	2016-10-23	2016-11-02	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	417	5.0	Live Phone	Nonpartisan	None
Clinton	Clinton	58.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	797		Internet	Nonpartisan	None
Trump	Trump	29.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	797		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	797		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	797		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	797		Internet	Nonpartisan	None
Clinton	Clinton	58.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	796		Internet	Nonpartisan	None
Trump	Trump	29.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	796		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	796		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	796		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	796		Internet	Nonpartisan	None
Clinton	Clinton	58.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	707		Internet	Nonpartisan	None
Trump	Trump	28.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	707		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	707		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	707		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	707		Internet	Nonpartisan	None
Clinton	Clinton	58.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	325		Internet	Nonpartisan	None
Trump	Trump	39.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	325		Internet	Nonpartisan	None
Other	Other	3.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	325		Internet	Nonpartisan	None
Clinton	Clinton	60.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	780		Internet	Nonpartisan	None
Trump	Trump	29.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	780		Internet	Nonpartisan	None
Johnson	Johnson	5.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	780		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	780		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	780		Internet	Nonpartisan	None
Clinton	Clinton	56.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	627		Internet	Nonpartisan	None
Trump	Trump	27.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	627		Internet	Nonpartisan	None
Don't Know/Other	Undecided	17.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	627		Internet	Nonpartisan	None
Hillary Clinton, Democrat	Clinton	57.0	suffolk-boston-globe-26505	Suffolk/Boston Globe	2016-10-24	2016-10-26	On Tuesday, November 8th, the election for president will take place. The Massachusetts ballot lists four candidates for president in the following order: Democrat Hillary Clinton, Libertarian Gary Johnson, Green-Rainbow nominee Jill Stein, and Republican Donald Trump. At this point, who will you vote for or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Donald Trump, Republican	Trump	25.0	suffolk-boston-globe-26505	Suffolk/Boston Globe	2016-10-24	2016-10-26	On Tuesday, November 8th, the election for president will take place. The Massachusetts ballot lists four candidates for president in the following order: Democrat Hillary Clinton, Libertarian Gary Johnson, Green-Rainbow nominee Jill Stein, and Republican Donald Trump. At this point, who will you vote for or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Gary Johnson, Libertarian	Johnson	4.0	suffolk-boston-globe-26505	Suffolk/Boston Globe	2016-10-24	2016-10-26	On Tuesday, November 8th, the election for president will take place. The Massachusetts ballot lists four candidates for president in the following order: Democrat Hillary Clinton, Libertarian Gary Johnson, Green-Rainbow nominee Jill Stein, and Republican Donald Trump. At this point, who will you vote for or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Jill Stein, Green-Rainbow	Other	3.0	suffolk-boston-globe-26505	Suffolk/Boston Globe	2016-10-24	2016-10-26	On Tuesday, November 8th, the election for president will take place. The Massachusetts ballot lists four candidates for president in the following order: Democrat Hillary Clinton, Libertarian Gary Johnson, Green-Rainbow nominee Jill Stein, and Republican Donald Trump. At this point, who will you vote for or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Undecided	Undecided	10.0	suffolk-boston-globe-26505	Suffolk/Boston Globe	2016-10-24	2016-10-26	On Tuesday, November 8th, the election for president will take place. The Massachusetts ballot lists four candidates for president in the following order: Democrat Hillary Clinton, Libertarian Gary Johnson, Green-Rainbow nominee Jill Stein, and Republican Donald Trump. At this point, who will you vote for or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Refused	Undecided	2.0	suffolk-boston-globe-26505	Suffolk/Boston Globe	2016-10-24	2016-10-26	On Tuesday, November 8th, the election for president will take place. The Massachusetts ballot lists four candidates for president in the following order: Democrat Hillary Clinton, Libertarian Gary Johnson, Green-Rainbow nominee Jill Stein, and Republican Donald Trump. At this point, who will you vote for or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
Clinton	Clinton	60.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	787		Internet	Nonpartisan	None
Trump	Trump	29.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	787		Internet	Nonpartisan	None
Johnson	Johnson	6.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	787		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	787		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	787		Internet	Nonpartisan	None
Clinton	Clinton	61.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	675		Internet	Nonpartisan	None
Trump	Trump	28.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	675		Internet	Nonpartisan	None
Johnson	Johnson	6.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	675		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	675		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	675		Internet	Nonpartisan	None
Clinton	Clinton	61.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	533		Internet	Nonpartisan	None
Trump	Trump	29.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	533		Internet	Nonpartisan	None
Johnson	Johnson	6.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	533		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	533		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	533		Internet	Nonpartisan	None
Clinton	Clinton	58.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	332		Internet	Nonpartisan	None
Trump	Trump	39.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	332		Internet	Nonpartisan	None
Other	Other	3.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	332		Internet	Nonpartisan	None
Clinton	Clinton	57.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	648		Internet	Nonpartisan	None
Trump	Trump	25.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	648		Internet	Nonpartisan	None
Don't Know/Other	Undecided	18.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	648		Internet	Nonpartisan	None
Hillary Clinton	Clinton	54.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Donald Trump	Trump	28.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Gary Johnson	Johnson	7.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Jill Stein	Other	3.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Another candidate (vol.)	Other	2.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Don't know/refused (vol.)	Undecided	6.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Hillary Clinton	Clinton	57.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Donald Trump	Trump	31.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Another candidate (vol.)	Other	3.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Don't know/refused (vol.)	Undecided	9.0	massinc-wbur-26223	MassINC/WBUR	2016-10-13	2016-10-16		Likely Voters	502	4.4	Live Phone	Nonpartisan	None
Clinton	Clinton	58.0	upi-cvoter-26308	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	329		Internet	Nonpartisan	None
Trump	Trump	39.0	upi-cvoter-26308	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	329		Internet	Nonpartisan	None
Other	Other	3.0	upi-cvoter-26308	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	329		Internet	Nonpartisan	None
Clinton	Clinton	58.0	upi-cvoter-26042	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	328		Internet	Nonpartisan	None
Trump	Trump	39.0	upi-cvoter-26042	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	328		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26042	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	328		Internet	Nonpartisan	None
Clinton	Clinton	49.0	ipsos-reuters-26114	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	904		Internet	Nonpartisan	None
Trump	Trump	30.0	ipsos-reuters-26114	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	904		Internet	Nonpartisan	None
Don't Know/Other	Undecided	21.0	ipsos-reuters-26114	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	904		Internet	Nonpartisan	None
Clinton	Clinton	58.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Trump	Trump	26.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Johnson	Johnson	7.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Stein	Other	4.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Don't know/Undecided	Undecided	4.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Refused	Undecided	1.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johnson, the Libertarian, and Jill Stein, the Green-Rainbow Party candidate, would you vote for Hillary Clinton, Donald Trump, Gary Johnson, Jill Stein, or some other candidate for President?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Clinton	Clinton	65.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were just Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Trump	Trump	30.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were just Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Don't know/Undecided	Undecided	3.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were just Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Refused	Undecided	2.0	wneu-25988	WNEU	2016-09-24	2016-10-03	If the election for President were held today, and the candidates were just Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump?	Likely Voters	403	5.0	Live Phone	Nonpartisan	None
Clinton	Clinton	56.0	upi-cvoter-25918	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	507		Internet	Nonpartisan	None
Trump	Trump	41.0	upi-cvoter-25918	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	507		Internet	Nonpartisan	None
Other	Other	3.0	upi-cvoter-25918	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	507		Internet	Nonpartisan	None
Clinton	Clinton	50.0	ipsos-reuters-25867	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	780		Internet	Nonpartisan	None
Trump	Trump	28.0	ipsos-reuters-25867	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	780		Internet	Nonpartisan	None
Don't Know/Other	Undecided	22.0	ipsos-reuters-25867	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	780		Internet	Nonpartisan	None
Clinton	Clinton	56.0	upi-cvoter-25749	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	501		Internet	Nonpartisan	None
Trump	Trump	40.0	upi-cvoter-25749	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	501		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-25749	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	501		Internet	Nonpartisan	None
Clinton	Clinton	54.0	ipsos-reuters-25707	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	692		Internet	Nonpartisan	None
Trump	Trump	30.0	ipsos-reuters-25707	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	692		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-25707	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	692		Internet	Nonpartisan	None
Clinton	Clinton	47.0	umass-amherst-wbz-tv-yougov-25722	UMass Amherst/WBZ-TV/YouGov	2016-09-15	2016-09-20	If the presidential election were being held today, which candidate would you vote for?	Likely Voters	700	4.3	Internet	Nonpartisan	None
Trump	Trump	34.0	umass-amherst-wbz-tv-yougov-25722	UMass Amherst/WBZ-TV/YouGov	2016-09-15	2016-09-20	If the presidential election were being held today, which candidate would you vote for?	Likely Voters	700	4.3	Internet	Nonpartisan	None
Johnson	Johnson	9.0	umass-amherst-wbz-tv-yougov-25722	UMass Amherst/WBZ-TV/YouGov	2016-09-15	2016-09-20	If the presidential election were being held today, which candidate would you vote for?	Likely Voters	700	4.3	Internet	Nonpartisan	None
Stein	Other	3.0	umass-amherst-wbz-tv-yougov-25722	UMass Amherst/WBZ-TV/YouGov	2016-09-15	2016-09-20	If the presidential election were being held today, which candidate would you vote for?	Likely Voters	700	4.3	Internet	Nonpartisan	None
Other	Other	3.0	umass-amherst-wbz-tv-yougov-25722	UMass Amherst/WBZ-TV/YouGov	2016-09-15	2016-09-20	If the presidential election were being held today, which candidate would you vote for?	Likely Voters	700	4.3	Internet	Nonpartisan	None
Not sure	Undecided	5.0	umass-amherst-wbz-tv-yougov-25722	UMass Amherst/WBZ-TV/YouGov	2016-09-15	2016-09-20	If the presidential election were being held today, which candidate would you vote for?	Likely Voters	700	4.3	Internet	Nonpartisan	None
Clinton	Clinton	53.0	ipsos-reuters-25554	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	691		Internet	Nonpartisan	None
Trump	Trump	31.0	ipsos-reuters-25554	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	691		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-25554	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	691		Internet	Nonpartisan	None
Hillary Clinton	Clinton	54.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
Donald Trump	Trump	28.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
Gary Johnson	Johnson	9.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
Jill Stein	Other	4.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
Another candidate (vol.)	Other	3.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
Don't know/refused (vol.)	Undecided	3.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
Hillary Clinton	Clinton	60.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
Donald Trump	Trump	31.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
Another candidate (vol.)	Other	5.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
Don't know/refused (vol.)	Undecided	5.0	massinc-wbur-25478	MassINC/WBUR	2016-09-07	2016-09-10		Likely Voters	506	4.4	Live Phone	Nonpartisan	None
