response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Clinton	Clinton	44.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1103		Internet	Nonpartisan	None
Trump	Trump	42.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1103		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1103		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1103		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1103		Internet	Nonpartisan	None
Hillary Clinton	Clinton	46.0	marquette-law-school-26627	Marquette Law School	2016-10-26	2016-10-31	If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?	Likely Voters	1255	3.5	Live Phone	Nonpartisan	None
Donald Trump	Trump	40.0	marquette-law-school-26627	Marquette Law School	2016-10-26	2016-10-31	If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?	Likely Voters	1255	3.5	Live Phone	Nonpartisan	None
Gary Johnson	Other	4.0	marquette-law-school-26627	Marquette Law School	2016-10-26	2016-10-31	If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?	Likely Voters	1255	3.5	Live Phone	Nonpartisan	None
Jill Stein	Other	3.0	marquette-law-school-26627	Marquette Law School	2016-10-26	2016-10-31	If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?	Likely Voters	1255	3.5	Live Phone	Nonpartisan	None
Neither (vol)	Other	3.0	marquette-law-school-26627	Marquette Law School	2016-10-26	2016-10-31	If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?	Likely Voters	1255	3.5	Live Phone	Nonpartisan	None
Wouldn't vote (vol)	Undecided	0.0	marquette-law-school-26627	Marquette Law School	2016-10-26	2016-10-31	If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?	Likely Voters	1255	3.5	Live Phone	Nonpartisan	None
Don't Know	Undecided	3.0	marquette-law-school-26627	Marquette Law School	2016-10-26	2016-10-31	If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?	Likely Voters	1255	3.5	Live Phone	Nonpartisan	None
Refused	Undecided	1.0	marquette-law-school-26627	Marquette Law School	2016-10-26	2016-10-31	If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?	Likely Voters	1255	3.5	Live Phone	Nonpartisan	None
Clinton	Clinton	44.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1195		Internet	Nonpartisan	None
Trump	Trump	42.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1195		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1195		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1195		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1195		Internet	Nonpartisan	None
Hillary Clinton	Clinton	46.0	remington-research-group-r-axiom-strategies-26560	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1772	2.86	IVR/Live Phone	Sponsor	Rep
Donald Trump	Trump	42.0	remington-research-group-r-axiom-strategies-26560	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1772	2.86	IVR/Live Phone	Sponsor	Rep
Gary Johnson	Johnson	4.0	remington-research-group-r-axiom-strategies-26560	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1772	2.86	IVR/Live Phone	Sponsor	Rep
Someone else	Other	3.0	remington-research-group-r-axiom-strategies-26560	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1772	2.86	IVR/Live Phone	Sponsor	Rep
Undecided	Undecided	5.0	remington-research-group-r-axiom-strategies-26560	Remington Research Group (R)/Axiom Strategies	2016-10-30	2016-10-30		Likely Voters	1772	2.86	IVR/Live Phone	Sponsor	Rep
Clinton	Clinton	45.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1059		Internet	Nonpartisan	None
Trump	Trump	41.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1059		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1059		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1059		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	1059		Internet	Nonpartisan	None
Clinton	Clinton	51.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	365		Internet	Nonpartisan	None
Trump	Trump	46.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	365		Internet	Nonpartisan	None
Other	Other	3.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	365		Internet	Nonpartisan	None
Clinton	Clinton	43.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1338		Internet	Nonpartisan	None
Trump	Trump	42.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1338		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1338		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1338		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1338		Internet	Nonpartisan	None
Clinton	Clinton	47.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	563		Internet	Nonpartisan	None
Trump	Trump	42.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	563		Internet	Nonpartisan	None
Don't Know/Other	Undecided	11.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	563		Internet	Nonpartisan	None
Clinton	Clinton	43.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1524		Internet	Nonpartisan	None
Trump	Trump	42.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1524		Internet	Nonpartisan	None
Johnson	Johnson	9.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1524		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1524		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1524		Internet	Nonpartisan	None
Clinton	Clinton	43.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1351		Internet	Nonpartisan	None
Trump	Trump	41.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1351		Internet	Nonpartisan	None
Johnson	Johnson	10.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1351		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1351		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1351		Internet	Nonpartisan	None
Clinton	Clinton	43.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1140		Internet	Nonpartisan	None
Trump	Trump	42.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1140		Internet	Nonpartisan	None
Johnson	Johnson	10.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1140		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1140		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	1140		Internet	Nonpartisan	None
Clinton	Clinton	51.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	364		Internet	Nonpartisan	None
Trump	Trump	46.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	364		Internet	Nonpartisan	None
Other	Other	3.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	364		Internet	Nonpartisan	None
Hillary Clinton	Clinton	46.0	remington-research-group-r-axiom-strategies-26426	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1795	2.31	IVR/Live Phone	Sponsor	Rep
Donald Trump	Trump	41.0	remington-research-group-r-axiom-strategies-26426	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1795	2.31	IVR/Live Phone	Sponsor	Rep
Gary Johnson	Johnson	5.0	remington-research-group-r-axiom-strategies-26426	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1795	2.31	IVR/Live Phone	Sponsor	Rep
Someone else	Other	2.0	remington-research-group-r-axiom-strategies-26426	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1795	2.31	IVR/Live Phone	Sponsor	Rep
Undecided	Undecided	6.0	remington-research-group-r-axiom-strategies-26426	Remington Research Group (R)/Axiom Strategies	2016-10-20	2016-10-22		Likely Voters	1795	2.31	IVR/Live Phone	Sponsor	Rep
Clinton	Clinton	45.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	646		Internet	Nonpartisan	None
Trump	Trump	42.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	646		Internet	Nonpartisan	None
Don't Know/Other	Undecided	13.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	646		Internet	Nonpartisan	None
Hillary Clinton	Clinton	50.0	ppp-d-end-citizens-united-26282	PPP (D-End Citizens United)	2016-10-18	2016-10-19	The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?	Likely Voters	804	3.5	IVR/Online	Sponsor	Dem
Donald Trump	Trump	38.0	ppp-d-end-citizens-united-26282	PPP (D-End Citizens United)	2016-10-18	2016-10-19	The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?	Likely Voters	804	3.5	IVR/Online	Sponsor	Dem
Not sure	Undecided	12.0	ppp-d-end-citizens-united-26282	PPP (D-End Citizens United)	2016-10-18	2016-10-19	The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?	Likely Voters	804	3.5	IVR/Online	Sponsor	Dem
Hillary Clinton	Clinton	47.0	monmouth-university-26274	Monmouth University	2016-10-15	2016-10-18	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	403	4.9	Live Phone	Nonpartisan	None
Donald Trump	Trump	40.0	monmouth-university-26274	Monmouth University	2016-10-15	2016-10-18	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	403	4.9	Live Phone	Nonpartisan	None
Gary Johnson	Johnson	6.0	monmouth-university-26274	Monmouth University	2016-10-15	2016-10-18	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	403	4.9	Live Phone	Nonpartisan	None
Jill Stein	Other	1.0	monmouth-university-26274	Monmouth University	2016-10-15	2016-10-18	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	403	4.9	Live Phone	Nonpartisan	None
Other candidate (vol)	Other	2.0	monmouth-university-26274	Monmouth University	2016-10-15	2016-10-18	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	403	4.9	Live Phone	Nonpartisan	None
Undecided (vol)	Undecided	5.0	monmouth-university-26274	Monmouth University	2016-10-15	2016-10-18	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	403	4.9	Live Phone	Nonpartisan	None
Democrat Hillary Clinton	Clinton	47.0	st-norbert-26236	St Norbert	2016-10-13	2016-10-16		Likely Voters	664	3.8	Live Phone	Nonpartisan	None
Republican Donald Trump	Trump	39.0	st-norbert-26236	St Norbert	2016-10-13	2016-10-16		Likely Voters	664	3.8	Live Phone	Nonpartisan	None
Green Party Jill Stein	Other	3.0	st-norbert-26236	St Norbert	2016-10-13	2016-10-16		Likely Voters	664	3.8	Live Phone	Nonpartisan	None
Libertarian Gary Johnson	Johnson	1.0	st-norbert-26236	St Norbert	2016-10-13	2016-10-16		Likely Voters	664	3.8	Live Phone	Nonpartisan	None
Other	Other	3.0	st-norbert-26236	St Norbert	2016-10-13	2016-10-16		Likely Voters	664	3.8	Live Phone	Nonpartisan	None
Not sure	Undecided	5.0	st-norbert-26236	St Norbert	2016-10-13	2016-10-16		Likely Voters	664	3.8	Live Phone	Nonpartisan	None
Refused	Undecided	2.0	st-norbert-26236	St Norbert	2016-10-13	2016-10-16		Likely Voters	664	3.8	Live Phone	Nonpartisan	None
Clinton	Clinton	51.0	upi-cvoter-26338	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	361		Internet	Nonpartisan	None
Trump	Trump	46.0	upi-cvoter-26338	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	361		Internet	Nonpartisan	None
Other	Other	3.0	upi-cvoter-26338	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	361		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	48.0	washpost-surveymonkey-26253	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1076		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	44.0	washpost-surveymonkey-26253	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1076		Internet	Nonpartisan	None
No Answer	Undecided	8.0	washpost-surveymonkey-26253	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1076		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	43.0	washpost-surveymonkey-26253	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1076		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	38.0	washpost-surveymonkey-26253	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1076		Internet	Nonpartisan	None
Gary Johnson, the Libertarian	Johnson	12.0	washpost-surveymonkey-26253	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1076		Internet	Nonpartisan	None
Jill Stein, the Green Party	Other	4.0	washpost-surveymonkey-26253	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1076		Internet	Nonpartisan	None
No answer	Undecided	3.0	washpost-surveymonkey-26253	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1076		Internet	Nonpartisan	None
Clinton	Clinton	42.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	810		Internet	Nonpartisan	None
Trump	Trump	37.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	810		Internet	Nonpartisan	None
Don't Know/Other	Undecided	21.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	810		Internet	Nonpartisan	None
Hillary Clinton	Clinton	46.0	marquette-law-school-26150	Marquette Law School	2016-10-06	2016-10-09	If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	878	3.9	Live Phone	Nonpartisan	None
Donald Trump	Trump	42.0	marquette-law-school-26150	Marquette Law School	2016-10-06	2016-10-09	If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	878	3.9	Live Phone	Nonpartisan	None
Gary Johnson (vol)	Other	2.0	marquette-law-school-26150	Marquette Law School	2016-10-06	2016-10-09	If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	878	3.9	Live Phone	Nonpartisan	None
Jill Stein (vol)	Other	0.0	marquette-law-school-26150	Marquette Law School	2016-10-06	2016-10-09	If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	878	3.9	Live Phone	Nonpartisan	None
Neither (vol)	Other	6.0	marquette-law-school-26150	Marquette Law School	2016-10-06	2016-10-09	If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	878	3.9	Live Phone	Nonpartisan	None
Wouldn't vote (vol)	Undecided	0.0	marquette-law-school-26150	Marquette Law School	2016-10-06	2016-10-09	If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	878	3.9	Live Phone	Nonpartisan	None
Don't Know	Undecided	3.0	marquette-law-school-26150	Marquette Law School	2016-10-06	2016-10-09	If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	878	3.9	Live Phone	Nonpartisan	None
Refused	Undecided	1.0	marquette-law-school-26150	Marquette Law School	2016-10-06	2016-10-09	If the election for president were being held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	878	3.9	Live Phone	Nonpartisan	None
Hillary Clinton	Clinton	44.0	marquette-law-school-26150	Marquette Law School	2016-10-06	2016-10-09	If the election for president were being held today and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian and Jill Stein the Green Party, for whom would you vote?	Likely Voters	878	3.9	Live Phone	Nonpartisan	None
