response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Stein	Other	3.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	1397		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	1397		Internet	Nonpartisan	None
Clinton	Clinton	52.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1120		Internet	Nonpartisan	None
Trump	Trump	37.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1120		Internet	Nonpartisan	None
Johnson	Other	6.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1120		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1120		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1120		Internet	Nonpartisan	None
Clinton	Clinton	52.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	837		Internet	Nonpartisan	None
Trump	Trump	39.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	837		Internet	Nonpartisan	None
Don't Know/Other	Undecided	9.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	837		Internet	Nonpartisan	None
Clinton	Clinton	53.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	997		Internet	Nonpartisan	None
Trump	Trump	36.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	997		Internet	Nonpartisan	None
Johnson	Other	6.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	997		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	997		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	997		Internet	Nonpartisan	None
Clinton	Clinton	52.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	911		Internet	Nonpartisan	None
Trump	Trump	35.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	911		Internet	Nonpartisan	None
Johnson	Other	9.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	911		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	911		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	911		Internet	Nonpartisan	None
Clinton	Clinton	52.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1003		Internet	Nonpartisan	None
Trump	Trump	35.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1003		Internet	Nonpartisan	None
Johnson	Other	8.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1003		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1003		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1003		Internet	Nonpartisan	None
Clinton	Clinton	53.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	957		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	957		Internet	Nonpartisan	None
Johnson	Other	8.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	957		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	957		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	957		Internet	Nonpartisan	None
Clinton	Clinton	56.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	387		Internet	Nonpartisan	None
Trump	Trump	41.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	387		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	387		Internet	Nonpartisan	None
Clinton	Clinton	51.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1162		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1162		Internet	Nonpartisan	None
Johnson	Other	8.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1162		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1162		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1162		Internet	Nonpartisan	None
Hillary Clinton	Clinton	48.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Donald Trump	Trump	37.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Someone else	Other	6.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Unsure	Undecided	8.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Refused	Undecided	2.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	45.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	34.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Johnson	Other	6.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Stein	Other	2.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Unsure	Undecided	13.0	loras-college-26605	Loras College	2016-10-26	2016-10-27		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	56.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	591		Internet	Nonpartisan	None
Trump	Trump	35.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	591		Internet	Nonpartisan	None
Don't Know/Other	Undecided	9.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	591		Internet	Nonpartisan	None
Clinton	Clinton	52.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1274		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1274		Internet	Nonpartisan	None
Johnson	Other	8.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1274		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1274		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1274		Internet	Nonpartisan	None
Clinton	Clinton	52.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1091		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1091		Internet	Nonpartisan	None
Johnson	Other	8.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1091		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1091		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	1091		Internet	Nonpartisan	None
Clinton	Clinton	52.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	927		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	927		Internet	Nonpartisan	None
Johnson	Other	7.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	927		Internet	Nonpartisan	None
Stein	Other	4.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	927		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	927		Internet	Nonpartisan	None
Clinton	Clinton	56.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	412		Internet	Nonpartisan	None
Trump	Trump	40.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	412		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	412		Internet	Nonpartisan	None
Clinton	Clinton	57.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	530		Internet	Nonpartisan	None
Trump	Trump	28.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	530		Internet	Nonpartisan	None
Don't Know/Other	Undecided	15.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	530		Internet	Nonpartisan	None
Clinton	Clinton	51.0	victory-research-26394	Victory Research	2016-10-16	2016-10-18		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Trump	Trump	36.0	victory-research-26394	Victory Research	2016-10-16	2016-10-18		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Johnson	Other	6.0	victory-research-26394	Victory Research	2016-10-16	2016-10-18		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Stein	Other	2.0	victory-research-26394	Victory Research	2016-10-16	2016-10-18		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Dk/Und	Undecided	5.0	victory-research-26394	Victory Research	2016-10-16	2016-10-18		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Clinton	Clinton	56.0	upi-cvoter-26300	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	398		Internet	Nonpartisan	None
Trump	Trump	40.0	upi-cvoter-26300	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	398		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26300	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	398		Internet	Nonpartisan	None
Clinton	Clinton	60.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	612		Internet	Nonpartisan	None
Trump	Trump	27.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	612		Internet	Nonpartisan	None
Don't Know/Other	Undecided	13.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	612		Internet	Nonpartisan	None
Clinton	Clinton	55.0	upi-cvoter-26034	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	397		Internet	Nonpartisan	None
Trump	Trump	40.0	upi-cvoter-26034	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	397		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-26034	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	397		Internet	Nonpartisan	None
Clinton	Clinton	57.0	ipsos-reuters-26106	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	873		Internet	Nonpartisan	None
Trump	Trump	31.0	ipsos-reuters-26106	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	873		Internet	Nonpartisan	None
Don't Know/Other	Undecided	12.0	ipsos-reuters-26106	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	873		Internet	Nonpartisan	None
Clinton	Clinton	53.0	southern-illinois-university-25955	Southern Illinois University	2016-09-27	2016-10-02		Likely Voters	865	3.3	Live Phone	Nonpartisan	None
Trump	Trump	28.0	southern-illinois-university-25955	Southern Illinois University	2016-09-27	2016-10-02		Likely Voters	865	3.3	Live Phone	Nonpartisan	None
Johnson	Other	5.0	southern-illinois-university-25955	Southern Illinois University	2016-09-27	2016-10-02		Likely Voters	865	3.3	Live Phone	Nonpartisan	None
Stein	Other	2.0	southern-illinois-university-25955	Southern Illinois University	2016-09-27	2016-10-02		Likely Voters	865	3.3	Live Phone	Nonpartisan	None
Someone else	Other	3.0	southern-illinois-university-25955	Southern Illinois University	2016-09-27	2016-10-02		Likely Voters	865	3.3	Live Phone	Nonpartisan	None
Don't Know	Undecided	10.0	southern-illinois-university-25955	Southern Illinois University	2016-09-27	2016-10-02		Likely Voters	865	3.3	Live Phone	Nonpartisan	None
Clinton	Clinton	54.0	upi-cvoter-25910	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	682		Internet	Nonpartisan	None
Trump	Trump	42.0	upi-cvoter-25910	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	682		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-25910	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	682		Internet	Nonpartisan	None
Clinton	Clinton	53.0	ipsos-reuters-25859	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	641		Internet	Nonpartisan	None
Trump	Trump	33.0	ipsos-reuters-25859	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	641		Internet	Nonpartisan	None
Don't Know/Other	Undecided	14.0	ipsos-reuters-25859	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	641		Internet	Nonpartisan	None
Clinton	Clinton	54.0	upi-cvoter-25740	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	657		Internet	Nonpartisan	None
Trump	Trump	41.0	upi-cvoter-25740	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	657		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-25740	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	657		Internet	Nonpartisan	None
Clinton	Clinton	49.0	victory-research-25826	Victory Research	2016-09-21	2016-09-24		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Trump	Trump	35.0	victory-research-25826	Victory Research	2016-09-21	2016-09-24		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Johnson	Other	4.0	victory-research-25826	Victory Research	2016-09-21	2016-09-24		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Stein	Other	1.0	victory-research-25826	Victory Research	2016-09-21	2016-09-24		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Dk/Und	Undecided	11.0	victory-research-25826	Victory Research	2016-09-21	2016-09-24		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Clinton	Clinton	53.0	ipsos-reuters-25691	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	644		Internet	Nonpartisan	None
Trump	Trump	31.0	ipsos-reuters-25691	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	644		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-25691	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	644		Internet	Nonpartisan	None
Clinton	Clinton	47.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	33.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Someone else	Other	9.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Unsure	Undecided	10.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Refused	Undecided	1.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	43.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, Gary Johnson for the Libertarians and Jill Stein for the Green Party, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	30.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, Gary Johnson for the Libertarians and Jill Stein for the Green Party, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Johnson	Other	8.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, Gary Johnson for the Libertarians and Jill Stein for the Green Party, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Stein	Other	3.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, Gary Johnson for the Libertarians and Jill Stein for the Green Party, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Unsure	Undecided	14.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, Gary Johnson for the Libertarians and Jill Stein for the Green Party, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Refused	Undecided	2.0	loras-college-25527	Loras College	2016-09-13	2016-09-16	If the Presidential election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, Gary Johnson for the Libertarians and Jill Stein for the Green Party, for whom would you vote?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	51.0	ipsos-reuters-25546	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	615		Internet	Nonpartisan	None
Trump	Trump	36.0	ipsos-reuters-25546	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	615		Internet	Nonpartisan	None
Don't Know/Other	Undecided	13.0	ipsos-reuters-25546	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	615		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	53.0	washpost-surveymonkey-25364	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2599		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	38.0	washpost-surveymonkey-25364	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2599		Internet	Nonpartisan	None
No Answer	Undecided	9.0	washpost-surveymonkey-25364	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2599		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	45.0	washpost-surveymonkey-25364	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2599		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	31.0	washpost-surveymonkey-25364	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2599		Internet	Nonpartisan	None
Gary Johnson, the Libertarian	Other	12.0	washpost-surveymonkey-25364	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2599		Internet	Nonpartisan	None
Jill Stein, the Green Party	Other	5.0	washpost-surveymonkey-25364	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2599		Internet	Nonpartisan	None
No answer	Undecided	6.0	washpost-surveymonkey-25364	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2599		Internet	Nonpartisan	None
Hillary Clinton	Clinton	51.0	normington-petts-associates-d-duckworth-25095	Normington, Petts & Associates (D-Duckworth)	2016-08-01	2016-08-04		Likely Voters	800	3.5	Live Phone	Sponsor	Dem
Donald Trump	Trump	32.0	normington-petts-associates-d-duckworth-25095	Normington, Petts & Associates (D-Duckworth)	2016-08-01	2016-08-04		Likely Voters	800	3.5	Live Phone	Sponsor	Dem
Undecided	Undecided	17.0	normington-petts-associates-d-duckworth-25095	Normington, Petts & Associates (D-Duckworth)	2016-08-01	2016-08-04		Likely Voters	800	3.5	Live Phone	Sponsor	Dem
Clinton	Clinton	51.0	victory-research-24913	Victory Research	2016-07-14	2016-07-16		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Trump	Trump	34.0	victory-research-24913	Victory Research	2016-07-14	2016-07-16		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Johnson	Other	7.0	victory-research-24913	Victory Research	2016-07-14	2016-07-16		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Stein	Other	4.0	victory-research-24913	Victory Research	2016-07-14	2016-07-16		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Dk/Und	Undecided	4.0	victory-research-24913	Victory Research	2016-07-14	2016-07-16		Likely Voters	1200	2.83	Live Phone	Nonpartisan	None
Clinton	Clinton	57.0	nbc-wsj-marist-24058	NBC/WSJ/Marist	2016-03-04	2016-03-10		Registered Voters	1968	2.2	Live Phone	Nonpartisan	None
Trump	Trump	32.0	nbc-wsj-marist-24058	NBC/WSJ/Marist	2016-03-04	2016-03-10		Registered Voters	1968	2.2	Live Phone	Nonpartisan	None
Undecided	Undecided	11.0	nbc-wsj-marist-24058	NBC/WSJ/Marist	2016-03-04	2016-03-10		Registered Voters	1968	2.2	Live Phone	Nonpartisan	None
Clinton	Clinton	51.0	ppp-d-22471	PPP (D)	2015-07-20	2015-07-21		Likely Voters	931	2.0	IVR/Online	Pollster	Dem
Trump	Trump	33.0	ppp-d-22471	PPP (D)	2015-07-20	2015-07-21		Likely Voters	931	2.0	IVR/Online	Pollster	Dem
Undecided	Undecided	16.0	ppp-d-22471	PPP (D)	2015-07-20	2015-07-21		Likely Voters	931	2.0	IVR/Online	Pollster	Dem
