response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Trump	Trump	32.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	576		Internet	Nonpartisan	None
Johnson	Johnson	9.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	576		Internet	Nonpartisan	None
Stein	Other	5.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	576		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	576		Internet	Nonpartisan	None
Clinton	Clinton	50.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	470		Internet	Nonpartisan	None
Trump	Trump	32.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	470		Internet	Nonpartisan	None
Johnson	Johnson	10.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	470		Internet	Nonpartisan	None
Stein	Other	5.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	470		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	470		Internet	Nonpartisan	None
Clinton	Clinton	51.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	314		Internet	Nonpartisan	None
Trump	Trump	43.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	314		Internet	Nonpartisan	None
Other	Other	6.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	314		Internet	Nonpartisan	None
Clinton	Clinton	46.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	824		Internet	Nonpartisan	None
Trump	Trump	37.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	824		Internet	Nonpartisan	None
Don't Know/Other	Undecided	17.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	824		Internet	Nonpartisan	None
Clinton	Clinton	51.0	upi-cvoter-26325	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	324		Internet	Nonpartisan	None
Trump	Trump	43.0	upi-cvoter-26325	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	324		Internet	Nonpartisan	None
Other	Other	7.0	upi-cvoter-26325	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	324		Internet	Nonpartisan	None
Democrat Hillary Clinton	Clinton	46.0	riley-research-kgw-the-oregonian-26273	Riley Research/KGW/The Oregonian	2016-10-04	2016-10-14		Likely Voters	608	3.97	Live Phone	Nonpartisan	None
Republican Donald Trump	Trump	36.0	riley-research-kgw-the-oregonian-26273	Riley Research/KGW/The Oregonian	2016-10-04	2016-10-14		Likely Voters	608	3.97	Live Phone	Nonpartisan	None
Libertarian Gary Johnson	Johnson	5.0	riley-research-kgw-the-oregonian-26273	Riley Research/KGW/The Oregonian	2016-10-04	2016-10-14		Likely Voters	608	3.97	Live Phone	Nonpartisan	None
Green Party Jill Stein	Other	5.0	riley-research-kgw-the-oregonian-26273	Riley Research/KGW/The Oregonian	2016-10-04	2016-10-14		Likely Voters	608	3.97	Live Phone	Nonpartisan	None
Undecided	Undecided	4.0	riley-research-kgw-the-oregonian-26273	Riley Research/KGW/The Oregonian	2016-10-04	2016-10-14		Likely Voters	608	3.97	Live Phone	Nonpartisan	None
Other/Write-in	Other	4.0	riley-research-kgw-the-oregonian-26273	Riley Research/KGW/The Oregonian	2016-10-04	2016-10-14		Likely Voters	608	3.97	Live Phone	Nonpartisan	None
Clinton	Clinton	43.0	dhm-research-oregon-public-broadcasting-26258	DHM Research/Oregon Public Broadcasting	2016-10-06	2016-10-13		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	36.0	dhm-research-oregon-public-broadcasting-26258	DHM Research/Oregon Public Broadcasting	2016-10-06	2016-10-13		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Gary Johnson	Johnson	7.0	dhm-research-oregon-public-broadcasting-26258	DHM Research/Oregon Public Broadcasting	2016-10-06	2016-10-13		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Jill Stein	Other	5.0	dhm-research-oregon-public-broadcasting-26258	DHM Research/Oregon Public Broadcasting	2016-10-06	2016-10-13		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Someone else	Other	3.0	dhm-research-oregon-public-broadcasting-26258	DHM Research/Oregon Public Broadcasting	2016-10-06	2016-10-13		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Probably won’t vote	Undecided	2.0	dhm-research-oregon-public-broadcasting-26258	DHM Research/Oregon Public Broadcasting	2016-10-06	2016-10-13		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Don't Know	Undecided	5.0	dhm-research-oregon-public-broadcasting-26258	DHM Research/Oregon Public Broadcasting	2016-10-06	2016-10-13		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	47.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	616		Internet	Nonpartisan	None
Trump	Trump	37.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	616		Internet	Nonpartisan	None
Don't Know/Other	Undecided	16.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	616		Internet	Nonpartisan	None
Hillary Clinton (D)	Clinton	48.0	surveyusa-katu-tv-26170	SurveyUSA/KATU-TV	2016-10-10	2016-10-12		Likely Voters	654	3.9	IVR/Online	Nonpartisan	None
Donald Trump (R)	Trump	38.0	surveyusa-katu-tv-26170	SurveyUSA/KATU-TV	2016-10-10	2016-10-12		Likely Voters	654	3.9	IVR/Online	Nonpartisan	None
Gary Johnson (L)	Johnson	6.0	surveyusa-katu-tv-26170	SurveyUSA/KATU-TV	2016-10-10	2016-10-12		Likely Voters	654	3.9	IVR/Online	Nonpartisan	None
Jill Stein (G)	Other	4.0	surveyusa-katu-tv-26170	SurveyUSA/KATU-TV	2016-10-10	2016-10-12		Likely Voters	654	3.9	IVR/Online	Nonpartisan	None
Undecided	Undecided	5.0	surveyusa-katu-tv-26170	SurveyUSA/KATU-TV	2016-10-10	2016-10-12		Likely Voters	654	3.9	IVR/Online	Nonpartisan	None
Clinton	Clinton	51.0	upi-cvoter-26062	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	320		Internet	Nonpartisan	None
Trump	Trump	43.0	upi-cvoter-26062	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	320		Internet	Nonpartisan	None
Other	Other	7.0	upi-cvoter-26062	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	320		Internet	Nonpartisan	None
Clinton	Clinton	51.0	ipsos-reuters-26128	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	626		Internet	Nonpartisan	None
Trump	Trump	36.0	ipsos-reuters-26128	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	626		Internet	Nonpartisan	None
Don't Know/Other	Undecided	13.0	ipsos-reuters-26128	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	626		Internet	Nonpartisan	None
Clinton	Clinton	47.0	gravis-marketing-breitbart-26009	Gravis Marketing/Breitbart	2016-10-04	2016-10-04	If the election was held today, who would be your choice for president?	Registered Voters	1248	2.8	IVR/Online	Nonpartisan	None
Trump	Trump	39.0	gravis-marketing-breitbart-26009	Gravis Marketing/Breitbart	2016-10-04	2016-10-04	If the election was held today, who would be your choice for president?	Registered Voters	1248	2.8	IVR/Online	Nonpartisan	None
Johnson	Johnson	4.0	gravis-marketing-breitbart-26009	Gravis Marketing/Breitbart	2016-10-04	2016-10-04	If the election was held today, who would be your choice for president?	Registered Voters	1248	2.8	IVR/Online	Nonpartisan	None
Stein	Other	2.0	gravis-marketing-breitbart-26009	Gravis Marketing/Breitbart	2016-10-04	2016-10-04	If the election was held today, who would be your choice for president?	Registered Voters	1248	2.8	IVR/Online	Nonpartisan	None
Uncertain	Undecided	8.0	gravis-marketing-breitbart-26009	Gravis Marketing/Breitbart	2016-10-04	2016-10-04	If the election was held today, who would be your choice for president?	Registered Voters	1248	2.8	IVR/Online	Nonpartisan	None
Clinton	Clinton	50.0	upi-cvoter-25934	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	502		Internet	Nonpartisan	None
Trump	Trump	45.0	upi-cvoter-25934	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	502		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-25934	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	502		Internet	Nonpartisan	None
Hillary Clinton (D)	Clinton	45.0	hoffman-research-r-25954	Hoffman Research (R)	2016-09-29	2016-10-01		Likely Voters	605	4.0	Live Phone	Pollster	Rep
Donald J Trump (R)	Trump	33.0	hoffman-research-r-25954	Hoffman Research (R)	2016-09-29	2016-10-01		Likely Voters	605	4.0	Live Phone	Pollster	Rep
Gary Johnson (L)	Johnson	8.0	hoffman-research-r-25954	Hoffman Research (R)	2016-09-29	2016-10-01		Likely Voters	605	4.0	Live Phone	Pollster	Rep
Jill Stein (P/PG)	Other	3.0	hoffman-research-r-25954	Hoffman Research (R)	2016-09-29	2016-10-01		Likely Voters	605	4.0	Live Phone	Pollster	Rep
Undecided	Undecided	11.0	hoffman-research-r-25954	Hoffman Research (R)	2016-09-29	2016-10-01		Likely Voters	605	4.0	Live Phone	Pollster	Rep
Clinton	Clinton	48.0	ipsos-reuters-25881	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	583		Internet	Nonpartisan	None
Trump	Trump	38.0	ipsos-reuters-25881	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	583		Internet	Nonpartisan	None
Don't Know/Other	Undecided	14.0	ipsos-reuters-25881	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	583		Internet	Nonpartisan	None
Clinton	Clinton	51.0	upi-cvoter-25769	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	508		Internet	Nonpartisan	None
Trump	Trump	44.0	upi-cvoter-25769	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	508		Internet	Nonpartisan	None
Other	Other	6.0	upi-cvoter-25769	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	508		Internet	Nonpartisan	None
Clinton	Clinton	44.0	ipsos-reuters-25703	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	505		Internet	Nonpartisan	None
Trump	Trump	41.0	ipsos-reuters-25703	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	505		Internet	Nonpartisan	None
Don't Know/Other	Undecided	15.0	ipsos-reuters-25703	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	505		Internet	Nonpartisan	None
Clinton	Clinton	44.0	ipsos-reuters-25567	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	687		Internet	Nonpartisan	None
Trump	Trump	41.0	ipsos-reuters-25567	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	687		Internet	Nonpartisan	None
Don't Know/Other	Undecided	15.0	ipsos-reuters-25567	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	687		Internet	Nonpartisan	None
Clinton	Clinton	43.0	icitizen-25469	ICITIZEN	2016-09-02	2016-09-07	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote... Hillary Clinton, the Democratic candidate, Donald Trump, the Republican candidate, Gary Johnson, the Libertarian candidate, or Jill Stein, the Green Candidate?	Registered Voters	610	4.0	Internet	Nonpartisan	None
Trump	Trump	28.0	icitizen-25469	ICITIZEN	2016-09-02	2016-09-07	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote... Hillary Clinton, the Democratic candidate, Donald Trump, the Republican candidate, Gary Johnson, the Libertarian candidate, or Jill Stein, the Green Candidate?	Registered Voters	610	4.0	Internet	Nonpartisan	None
Johnson	Johnson	11.0	icitizen-25469	ICITIZEN	2016-09-02	2016-09-07	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote... Hillary Clinton, the Democratic candidate, Donald Trump, the Republican candidate, Gary Johnson, the Libertarian candidate, or Jill Stein, the Green Candidate?	Registered Voters	610	4.0	Internet	Nonpartisan	None
Stein	Other	3.0	icitizen-25469	ICITIZEN	2016-09-02	2016-09-07	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote... Hillary Clinton, the Democratic candidate, Donald Trump, the Republican candidate, Gary Johnson, the Libertarian candidate, or Jill Stein, the Green Candidate?	Registered Voters	610	4.0	Internet	Nonpartisan	None
Someone else	Other	7.0	icitizen-25469	ICITIZEN	2016-09-02	2016-09-07	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote... Hillary Clinton, the Democratic candidate, Donald Trump, the Republican candidate, Gary Johnson, the Libertarian candidate, or Jill Stein, the Green Candidate?	Registered Voters	610	4.0	Internet	Nonpartisan	None
Undecided	Undecided	8.0	icitizen-25469	ICITIZEN	2016-09-02	2016-09-07	If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote... Hillary Clinton, the Democratic candidate, Donald Trump, the Republican candidate, Gary Johnson, the Libertarian candidate, or Jill Stein, the Green Candidate?	Registered Voters	610	4.0	Internet	Nonpartisan	None
Hillary Clinton	Clinton	38.0	dhm-25426	DHM	2016-09-01	2016-09-06	If the 2016 presidential election were held today, and the candidates were Hillary Clinton, the Democrat; Donald Trump, the Republican; Gary Johnson, the Libertarian; and Jill Stein of the Green Party, who would you vote for?	Registered Voters	517	4.3	Live Phone	Nonpartisan	None
Donald Trump	Trump	25.0	dhm-25426	DHM	2016-09-01	2016-09-06	If the 2016 presidential election were held today, and the candidates were Hillary Clinton, the Democrat; Donald Trump, the Republican; Gary Johnson, the Libertarian; and Jill Stein of the Green Party, who would you vote for?	Registered Voters	517	4.3	Live Phone	Nonpartisan	None
Gary Johnson	Johnson	10.0	dhm-25426	DHM	2016-09-01	2016-09-06	If the 2016 presidential election were held today, and the candidates were Hillary Clinton, the Democrat; Donald Trump, the Republican; Gary Johnson, the Libertarian; and Jill Stein of the Green Party, who would you vote for?	Registered Voters	517	4.3	Live Phone	Nonpartisan	None
Jill Stein	Other	3.0	dhm-25426	DHM	2016-09-01	2016-09-06	If the 2016 presidential election were held today, and the candidates were Hillary Clinton, the Democrat; Donald Trump, the Republican; Gary Johnson, the Libertarian; and Jill Stein of the Green Party, who would you vote for?	Registered Voters	517	4.3	Live Phone	Nonpartisan	None
Somebody else (vol.)	Other	8.0	dhm-25426	DHM	2016-09-01	2016-09-06	If the 2016 presidential election were held today, and the candidates were Hillary Clinton, the Democrat; Donald Trump, the Republican; Gary Johnson, the Libertarian; and Jill Stein of the Green Party, who would you vote for?	Registered Voters	517	4.3	Live Phone	Nonpartisan	None
Probably won’t vote (vol.)	Undecided	2.0	dhm-25426	DHM	2016-09-01	2016-09-06	If the 2016 presidential election were held today, and the candidates were Hillary Clinton, the Democrat; Donald Trump, the Republican; Gary Johnson, the Libertarian; and Jill Stein of the Green Party, who would you vote for?	Registered Voters	517	4.3	Live Phone	Nonpartisan	None
Don't Know (vol.)	Undecided	15.0	dhm-25426	DHM	2016-09-01	2016-09-06	If the 2016 presidential election were held today, and the candidates were Hillary Clinton, the Democrat; Donald Trump, the Republican; Gary Johnson, the Libertarian; and Jill Stein of the Green Party, who would you vote for?	Registered Voters	517	4.3	Live Phone	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	55.0	washpost-surveymonkey-25386	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	877		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	36.0	washpost-surveymonkey-25386	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	877		Internet	Nonpartisan	None
No Answer	Undecided	9.0	washpost-surveymonkey-25386	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	877		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	47.0	washpost-surveymonkey-25386	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	877		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	32.0	washpost-surveymonkey-25386	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	877		Internet	Nonpartisan	None
Gary Johnson, the Libertarian	Johnson	11.0	washpost-surveymonkey-25386	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	877		Internet	Nonpartisan	None
Jill Stein, the Green Party	Other	7.0	washpost-surveymonkey-25386	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	877		Internet	Nonpartisan	None
No answer	Undecided	3.0	washpost-surveymonkey-25386	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	877		Internet	Nonpartisan	None
Hillary Clinton	Clinton	43.0	clout-research-r-24981	Clout Research (R)	2016-07-09	2016-07-13	If you were voting today in the election for President of the United States, and the candidates were Democrat Hillary Clinton and Republican Donald Trump, Libertarian Gary Johnson, and Pacific Green Party candidate Jill Stein for whom would you vote?	Likely Voters	701	3.7	Live Phone	Pollster	Rep
