response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Not sure	Undecided	4.0	cbs-yougov-26803	CBS/YouGov	2016-11-03	2016-11-05		Likely Voters	762	4.9	Internet	Nonpartisan	None
Clinton	Clinton	30.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	1406		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	1406		Internet	Nonpartisan	None
Johnson	Johnson	6.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	1406		Internet	Nonpartisan	None
Stein	Other	3.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	1406		Internet	Nonpartisan	None
McMullin 	McMullin	25.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	1406		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26731	SurveyMonkey	2016-10-29	2016-11-04		Likely Voters	1406		Internet	Nonpartisan	None
Donald Trump	Trump	33.0	y2-analytics-r-26718	Y2 Analytics (R)	2016-11-01	2016-11-03	If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?	Likely Voters	500	4.38	Live Phone	Pollster	Rep
Evan McMullin	McMullin	28.0	y2-analytics-r-26718	Y2 Analytics (R)	2016-11-01	2016-11-03	If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?	Likely Voters	500	4.38	Live Phone	Pollster	Rep
Hillary Clinton	Clinton	24.0	y2-analytics-r-26718	Y2 Analytics (R)	2016-11-01	2016-11-03	If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?	Likely Voters	500	4.38	Live Phone	Pollster	Rep
Gary Johnson	Johnson	5.0	y2-analytics-r-26718	Y2 Analytics (R)	2016-11-01	2016-11-03	If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?	Likely Voters	500	4.38	Live Phone	Pollster	Rep
Jill Stein	Other	3.0	y2-analytics-r-26718	Y2 Analytics (R)	2016-11-01	2016-11-03	If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?	Likely Voters	500	4.38	Live Phone	Pollster	Rep
Other	Other	1.0	y2-analytics-r-26718	Y2 Analytics (R)	2016-11-01	2016-11-03	If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?	Likely Voters	500	4.38	Live Phone	Pollster	Rep
Don't know/refused	Undecided	7.0	y2-analytics-r-26718	Y2 Analytics (R)	2016-11-01	2016-11-03	If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?	Likely Voters	500	4.38	Live Phone	Pollster	Rep
Clinton	Clinton	30.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1327		Internet	Nonpartisan	None
Trump	Trump	33.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1327		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1327		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1327		Internet	Nonpartisan	None
McMullin 	McMullin	26.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1327		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26694	SurveyMonkey	2016-10-28	2016-11-03		Likely Voters	1327		Internet	Nonpartisan	None
Clinton	Clinton	33.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	500		Internet	Nonpartisan	None
Trump	Trump	40.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	500		Internet	Nonpartisan	None
Don't Know/Other	Undecided	27.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	500		Internet	Nonpartisan	None
Donald Trump	Trump	37.0	monmouth-university-26671	Monmouth University	2016-10-30	2016-11-02	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?	Likely Voters	402	4.9	Live Phone	Nonpartisan	None
Hillary Clinton	Clinton	31.0	monmouth-university-26671	Monmouth University	2016-10-30	2016-11-02	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?	Likely Voters	402	4.9	Live Phone	Nonpartisan	None
Evan McMullin	McMullin	24.0	monmouth-university-26671	Monmouth University	2016-10-30	2016-11-02	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?	Likely Voters	402	4.9	Live Phone	Nonpartisan	None
Gary Johnson	Johnson	4.0	monmouth-university-26671	Monmouth University	2016-10-30	2016-11-02	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?	Likely Voters	402	4.9	Live Phone	Nonpartisan	None
Jill Stein	Other	1.0	monmouth-university-26671	Monmouth University	2016-10-30	2016-11-02	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?	Likely Voters	402	4.9	Live Phone	Nonpartisan	None
Other candidate (vol)	Other	1.0	monmouth-university-26671	Monmouth University	2016-10-30	2016-11-02	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?	Likely Voters	402	4.9	Live Phone	Nonpartisan	None
Undecided (vol)	Undecided	2.0	monmouth-university-26671	Monmouth University	2016-10-30	2016-11-02	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?	Likely Voters	402	4.9	Live Phone	Nonpartisan	None
Clinton	Clinton	30.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1247		Internet	Nonpartisan	None
Trump	Trump	33.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1247		Internet	Nonpartisan	None
Johnson	Johnson	8.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1247		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1247		Internet	Nonpartisan	None
McMullin 	McMullin	25.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1247		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	1247		Internet	Nonpartisan	None
Clinton	Clinton	30.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1057		Internet	Nonpartisan	None
Trump	Trump	34.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1057		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1057		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1057		Internet	Nonpartisan	None
McMullin 	McMullin	26.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1057		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	1057		Internet	Nonpartisan	None
Trump	Trump	42.0	rasmussen-heat-street-26681	Rasmussen/Heat Street	2016-10-29	2016-10-31		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Clinton	Clinton	31.0	rasmussen-heat-street-26681	Rasmussen/Heat Street	2016-10-29	2016-10-31		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
McMullin 	McMullin	21.0	rasmussen-heat-street-26681	Rasmussen/Heat Street	2016-10-29	2016-10-31		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Johnson	Johnson	3.0	rasmussen-heat-street-26681	Rasmussen/Heat Street	2016-10-29	2016-10-31		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Some other candidate	Other	2.0	rasmussen-heat-street-26681	Rasmussen/Heat Street	2016-10-29	2016-10-31		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Not sure	Undecided	2.0	rasmussen-heat-street-26681	Rasmussen/Heat Street	2016-10-29	2016-10-31		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Clinton	Clinton	30.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1078		Internet	Nonpartisan	None
Trump	Trump	33.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1078		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1078		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1078		Internet	Nonpartisan	None
McMullin 	McMullin	26.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1078		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	1078		Internet	Nonpartisan	None
Clinton	Clinton	30.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	988		Internet	Nonpartisan	None
Trump	Trump	33.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	988		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	988		Internet	Nonpartisan	None
Stein	Other	2.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	988		Internet	Nonpartisan	None
McMullin 	McMullin	26.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	988		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	988		Internet	Nonpartisan	None
Clinton	Clinton	29.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	315		Internet	Nonpartisan	None
Trump	Trump	66.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	315		Internet	Nonpartisan	None
Other	Other	6.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	315		Internet	Nonpartisan	None
Clinton	Clinton	30.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1080		Internet	Nonpartisan	None
Trump	Trump	33.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1080		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1080		Internet	Nonpartisan	None
Stein	Other	1.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1080		Internet	Nonpartisan	None
McMullin 	McMullin	27.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1080		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	1080		Internet	Nonpartisan	None
Donald Trump	Trump	32.0	dan-jones-salt-lake-tribune-hinckley-institute-26554	Dan Jones/Salt Lake Tribune/Hinckley Institute	2016-10-20	2016-10-27	If the November general election for  president of the United States were today, whom would you vote for?	Likely Voters	823	3.42	Live Phone/Online	Nonpartisan	None
Evan McMullin	McMullin	30.0	dan-jones-salt-lake-tribune-hinckley-institute-26554	Dan Jones/Salt Lake Tribune/Hinckley Institute	2016-10-20	2016-10-27	If the November general election for  president of the United States were today, whom would you vote for?	Likely Voters	823	3.42	Live Phone/Online	Nonpartisan	None
Hillary Clinton	Clinton	24.0	dan-jones-salt-lake-tribune-hinckley-institute-26554	Dan Jones/Salt Lake Tribune/Hinckley Institute	2016-10-20	2016-10-27	If the November general election for  president of the United States were today, whom would you vote for?	Likely Voters	823	3.42	Live Phone/Online	Nonpartisan	None
Gary Johnson	Johnson	4.0	dan-jones-salt-lake-tribune-hinckley-institute-26554	Dan Jones/Salt Lake Tribune/Hinckley Institute	2016-10-20	2016-10-27	If the November general election for  president of the United States were today, whom would you vote for?	Likely Voters	823	3.42	Live Phone/Online	Nonpartisan	None
Jill Stein	Other	1.0	dan-jones-salt-lake-tribune-hinckley-institute-26554	Dan Jones/Salt Lake Tribune/Hinckley Institute	2016-10-20	2016-10-27	If the November general election for  president of the United States were today, whom would you vote for?	Likely Voters	823	3.42	Live Phone/Online	Nonpartisan	None
Don't know/write-in candidate	Undecided	8.0	dan-jones-salt-lake-tribune-hinckley-institute-26554	Dan Jones/Salt Lake Tribune/Hinckley Institute	2016-10-20	2016-10-27	If the November general election for  president of the United States were today, whom would you vote for?	Likely Voters	823	3.42	Live Phone/Online	Nonpartisan	None
Clinton	Clinton	31.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	297		Internet	Nonpartisan	None
Trump	Trump	44.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	297		Internet	Nonpartisan	None
Don't Know/Other	Undecided	25.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	297		Internet	Nonpartisan	None
Clinton	Clinton	29.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1069		Internet	Nonpartisan	None
Trump	Trump	32.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1069		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1069		Internet	Nonpartisan	None
Stein	Other	1.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1069		Internet	Nonpartisan	None
McMullin 	McMullin	29.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1069		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	1069		Internet	Nonpartisan	None
Trump	Trump	32.0	rasmussen-heat-street-26446	Rasmussen/Heat Street	2016-10-23	2016-10-24		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
McMullin 	McMullin	29.0	rasmussen-heat-street-26446	Rasmussen/Heat Street	2016-10-23	2016-10-24		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Clinton	Clinton	28.0	rasmussen-heat-street-26446	Rasmussen/Heat Street	2016-10-23	2016-10-24		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Johnson	Johnson	4.0	rasmussen-heat-street-26446	Rasmussen/Heat Street	2016-10-23	2016-10-24		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Some other candidate	Other	2.0	rasmussen-heat-street-26446	Rasmussen/Heat Street	2016-10-23	2016-10-24		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Not sure	Undecided	4.0	rasmussen-heat-street-26446	Rasmussen/Heat Street	2016-10-23	2016-10-24		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Clinton	Clinton	28.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	969		Internet	Nonpartisan	None
Trump	Trump	33.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	969		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	969		Internet	Nonpartisan	None
Stein	Other	1.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	969		Internet	Nonpartisan	None
McMullin 	McMullin	29.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	969		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	969		Internet	Nonpartisan	None
Clinton	Clinton	29.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	787		Internet	Nonpartisan	None
Trump	Trump	33.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	787		Internet	Nonpartisan	None
Johnson	Johnson	7.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	787		Internet	Nonpartisan	None
Stein	Other	1.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	787		Internet	Nonpartisan	None
McMullin 	McMullin	29.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	787		Internet	Nonpartisan	None
No answer	Undecided	1.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	787		Internet	Nonpartisan	None
Clinton	Clinton	29.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	308		Internet	Nonpartisan	None
Trump	Trump	65.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	308		Internet	Nonpartisan	None
Other	Other	6.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	308		Internet	Nonpartisan	None
Clinton	Clinton	29.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	508		Internet	Nonpartisan	None
Trump	Trump	41.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	508		Internet	Nonpartisan	None
Don't Know/Other	Undecided	30.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	508		Internet	Nonpartisan	None
Trump	Trump	30.0	rasmussen-heat-street-26207	Rasmussen/Heat Street	2016-10-14	2016-10-16		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
McMullin 	McMullin	29.0	rasmussen-heat-street-26207	Rasmussen/Heat Street	2016-10-14	2016-10-16		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Clinton	Clinton	28.0	rasmussen-heat-street-26207	Rasmussen/Heat Street	2016-10-14	2016-10-16		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Johnson	Johnson	5.0	rasmussen-heat-street-26207	Rasmussen/Heat Street	2016-10-14	2016-10-16		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Stein	Other	1.0	rasmussen-heat-street-26207	Rasmussen/Heat Street	2016-10-14	2016-10-16		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Some other candidate	Other	2.0	rasmussen-heat-street-26207	Rasmussen/Heat Street	2016-10-14	2016-10-16		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Not sure	Undecided	4.0	rasmussen-heat-street-26207	Rasmussen/Heat Street	2016-10-14	2016-10-16		Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
Trump	Trump	65.0	upi-cvoter-26332	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	318		Internet	Nonpartisan	None
Clinton	Clinton	29.0	upi-cvoter-26332	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	318		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-26332	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	318		Internet	Nonpartisan	None
Donald Trump	Trump	37.0	cbs-yougov-26187	CBS/YouGov	2016-10-12	2016-10-14	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)	Likely Voters	951	5.7	Internet	Nonpartisan	None
Hillary Clinton	Clinton	20.0	cbs-yougov-26187	CBS/YouGov	2016-10-12	2016-10-14	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)	Likely Voters	951	5.7	Internet	Nonpartisan	None
Evan McMullin	McMullin	20.0	cbs-yougov-26187	CBS/YouGov	2016-10-12	2016-10-14	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)	Likely Voters	951	5.7	Internet	Nonpartisan	None
Gary Johnson	Johnson	7.0	cbs-yougov-26187	CBS/YouGov	2016-10-12	2016-10-14	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)	Likely Voters	951	5.7	Internet	Nonpartisan	None
Jill Stein	Other	1.0	cbs-yougov-26187	CBS/YouGov	2016-10-12	2016-10-14	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)	Likely Voters	951	5.7	Internet	Nonpartisan	None
Someone else	Other	4.0	cbs-yougov-26187	CBS/YouGov	2016-10-12	2016-10-14	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)	Likely Voters	951	5.7	Internet	Nonpartisan	None
Not sure	Undecided	11.0	cbs-yougov-26187	CBS/YouGov	2016-10-12	2016-10-14	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)	Likely Voters	951	5.7	Internet	Nonpartisan	None
Probably won't vote	Undecided	0.0	cbs-yougov-26187	CBS/YouGov	2016-10-12	2016-10-14	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)	Likely Voters	951	5.7	Internet	Nonpartisan	None
Clinton	Clinton	35.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	543		Internet	Nonpartisan	None
Trump	Trump	41.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	543		Internet	Nonpartisan	None
Don't Know/Other	Undecided	24.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	543		Internet	Nonpartisan	None
