response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Trump	Trump	60.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	652		Internet	Nonpartisan	None
Don't Know/Other	Undecided	10.0	ipsos-reuters-26743	Ipsos/Reuters	2016-10-14	2016-11-03		Likely Voters	652		Internet	Nonpartisan	None
Clinton	Clinton	32.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	737		Internet	Nonpartisan	None
Trump	Trump	56.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	737		Internet	Nonpartisan	None
Johnson	Other	10.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	737		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26660	SurveyMonkey	2016-10-27	2016-11-02		Likely Voters	737		Internet	Nonpartisan	None
Clinton	Clinton	32.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	519		Internet	Nonpartisan	None
Trump	Trump	55.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	519		Internet	Nonpartisan	None
Johnson	Other	11.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	519		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26619	SurveyMonkey	2016-10-26	2016-11-01		Likely Voters	519		Internet	Nonpartisan	None
Clinton	Clinton	31.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	472		Internet	Nonpartisan	None
Trump	Trump	54.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	472		Internet	Nonpartisan	None
Johnson	Other	12.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	472		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26596	SurveyMonkey	2016-10-25	2016-10-31		Likely Voters	472		Internet	Nonpartisan	None
Clinton	Clinton	30.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	430		Internet	Nonpartisan	None
Trump	Trump	57.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	430		Internet	Nonpartisan	None
Johnson	Other	11.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	430		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26572	SurveyMonkey	2016-10-24	2016-10-30		Likely Voters	430		Internet	Nonpartisan	None
Clinton	Clinton	33.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	321		Internet	Nonpartisan	None
Trump	Trump	63.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	321		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26592	UPI/CVOTER	2016-10-23	2016-10-29		Likely Voters	321		Internet	Nonpartisan	None
Clinton	Clinton	30.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	528		Internet	Nonpartisan	None
Trump	Trump	57.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	528		Internet	Nonpartisan	None
Johnson	Other	10.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	528		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26537	SurveyMonkey	2016-10-20	2016-10-28		Likely Voters	528		Internet	Nonpartisan	None
Clinton	Clinton	36.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	842		Internet	Nonpartisan	None
Trump	Trump	52.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	842		Internet	Nonpartisan	None
Don't Know/Other	Undecided	12.0	ipsos-reuters-26585	Ipsos/Reuters	2016-10-07	2016-10-27		Likely Voters	842		Internet	Nonpartisan	None
Clinton	Clinton	31.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	573		Internet	Nonpartisan	None
Trump	Trump	55.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	573		Internet	Nonpartisan	None
Johnson	Other	11.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	573		Internet	Nonpartisan	None
No answer	Undecided	3.0	surveymonkey-26499	SurveyMonkey	2016-10-18	2016-10-26		Likely Voters	573		Internet	Nonpartisan	None
Clinton	Clinton	32.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	493		Internet	Nonpartisan	None
Trump	Trump	56.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	493		Internet	Nonpartisan	None
Johnson	Other	10.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	493		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26441	SurveyMonkey	2016-10-18	2016-10-24		Likely Voters	493		Internet	Nonpartisan	None
Clinton	Clinton	32.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	423		Internet	Nonpartisan	None
Trump	Trump	57.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	423		Internet	Nonpartisan	None
Johnson	Other	8.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	423		Internet	Nonpartisan	None
No answer	Undecided	2.0	surveymonkey-26431	SurveyMonkey	2016-10-17	2016-10-23		Likely Voters	423		Internet	Nonpartisan	None
Clinton	Clinton	34.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	318		Internet	Nonpartisan	None
Trump	Trump	63.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	318		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	318		Internet	Nonpartisan	None
Donald Trump	Trump	60.0	soonerpoll-com-26382	SoonerPoll.com	2016-10-18	2016-10-20	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	530	4.26	Live Phone/Online	Nonpartisan	None
Hillary Clinton	Clinton	30.0	soonerpoll-com-26382	SoonerPoll.com	2016-10-18	2016-10-20	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	530	4.26	Live Phone/Online	Nonpartisan	None
Gary Johnson	Other	5.0	soonerpoll-com-26382	SoonerPoll.com	2016-10-18	2016-10-20	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	530	4.26	Live Phone/Online	Nonpartisan	None
Undecided	Undecided	6.0	soonerpoll-com-26382	SoonerPoll.com	2016-10-18	2016-10-20	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	530	4.26	Live Phone/Online	Nonpartisan	None
Clinton	Clinton	36.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	589		Internet	Nonpartisan	None
Trump	Trump	51.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	589		Internet	Nonpartisan	None
Don't Know/Other	Undecided	13.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	589		Internet	Nonpartisan	None
Trump	Trump	63.0	upi-cvoter-26324	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	317		Internet	Nonpartisan	None
Clinton	Clinton	34.0	upi-cvoter-26324	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	317		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-26324	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	317		Internet	Nonpartisan	None
Clinton	Clinton	36.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	647		Internet	Nonpartisan	None
Trump	Trump	51.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	647		Internet	Nonpartisan	None
Don't Know/Other	Undecided	13.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	647		Internet	Nonpartisan	None
Trump	Trump	62.0	upi-cvoter-26061	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	319		Internet	Nonpartisan	None
Clinton	Clinton	34.0	upi-cvoter-26061	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	319		Internet	Nonpartisan	None
Other	Other	5.0	upi-cvoter-26061	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	319		Internet	Nonpartisan	None
Trump	Trump	53.0	ipsos-reuters-26127	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	638		Internet	Nonpartisan	None
Clinton	Clinton	33.0	ipsos-reuters-26127	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	638		Internet	Nonpartisan	None
Don't Know/Other	Undecided	14.0	ipsos-reuters-26127	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	638		Internet	Nonpartisan	None
Trump	Trump	65.0	upi-cvoter-25933	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	508		Internet	Nonpartisan	None
Clinton	Clinton	32.0	upi-cvoter-25933	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	508		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-25933	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	508		Internet	Nonpartisan	None
Trump	Trump	54.0	ipsos-reuters-25880	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	590		Internet	Nonpartisan	None
Clinton	Clinton	31.0	ipsos-reuters-25880	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	590		Internet	Nonpartisan	None
Don't Know/Other	Undecided	15.0	ipsos-reuters-25880	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	590		Internet	Nonpartisan	None
Trump	Trump	64.0	upi-cvoter-25768	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	506		Internet	Nonpartisan	None
Clinton	Clinton	32.0	upi-cvoter-25768	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	506		Internet	Nonpartisan	None
Other	Other	4.0	upi-cvoter-25768	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	506		Internet	Nonpartisan	None
Trump	Trump	55.0	ipsos-reuters-25706	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	547		Internet	Nonpartisan	None
Clinton	Clinton	30.0	ipsos-reuters-25706	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	547		Internet	Nonpartisan	None
Don't Know/Other	Undecided	15.0	ipsos-reuters-25706	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	547		Internet	Nonpartisan	None
Donald Trump	Trump	51.0	soonerpoll-com-25520	SoonerPoll.com	2016-09-13	2016-09-15	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	515	4.32	Live Phone/Online	Nonpartisan	None
Hillary Clinton	Clinton	36.0	soonerpoll-com-25520	SoonerPoll.com	2016-09-13	2016-09-15	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	515	4.32	Live Phone/Online	Nonpartisan	None
Gary Johnson	Other	6.0	soonerpoll-com-25520	SoonerPoll.com	2016-09-13	2016-09-15	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	515	4.32	Live Phone/Online	Nonpartisan	None
Undecided (DNR)	Undecided	8.0	soonerpoll-com-25520	SoonerPoll.com	2016-09-13	2016-09-15	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	515	4.32	Live Phone/Online	Nonpartisan	None
Trump	Trump	53.0	ipsos-reuters-25566	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	498		Internet	Nonpartisan	None
Clinton	Clinton	32.0	ipsos-reuters-25566	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	498		Internet	Nonpartisan	None
Don't Know/Other	Undecided	15.0	ipsos-reuters-25566	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	498		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	57.0	washpost-surveymonkey-25385	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1041		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	33.0	washpost-surveymonkey-25385	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1041		Internet	Nonpartisan	None
No Answer	Undecided	10.0	washpost-surveymonkey-25385	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1041		Internet	Nonpartisan	None
Donald Trump, the Republican	Trump	49.0	washpost-surveymonkey-25385	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1041		Internet	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	26.0	washpost-surveymonkey-25385	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1041		Internet	Nonpartisan	None
Gary Johnson, the Libertarian	Other	13.0	washpost-surveymonkey-25385	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1041		Internet	Nonpartisan	None
Jill Stein, the Green Party	Other	7.0	washpost-surveymonkey-25385	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1041		Internet	Nonpartisan	None
No answer	Undecided	4.0	washpost-surveymonkey-25385	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	1041		Internet	Nonpartisan	None
Donald Trump	Trump	53.0	soonerpoll-com-25038	SoonerPoll.com	2016-07-20	2016-07-25	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	398	4.91	Live Phone	Nonpartisan	None
Hillary Clinton	Clinton	29.0	soonerpoll-com-25038	SoonerPoll.com	2016-07-20	2016-07-25	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	398	4.91	Live Phone	Nonpartisan	None
Gary Johnson	Other	7.0	soonerpoll-com-25038	SoonerPoll.com	2016-07-20	2016-07-25	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	398	4.91	Live Phone	Nonpartisan	None
Undecided (DNR)	Undecided	11.0	soonerpoll-com-25038	SoonerPoll.com	2016-07-20	2016-07-25	If you were standing in the voting booth right now and had to make a choice for president, for whom would you vote?	Likely Voters	398	4.91	Live Phone	Nonpartisan	None
